tract,City,Community_Name,Detailed_Name,call_counts,crime_counts,shelter_counts,Land.Area,lat,long,Shape.Area,Shape.Length,totUnshelt2017,totShelt2017,totHomeless2017,totUnshelt2016,totShelt2016,totHomeless2016
123420,Los Angeles,North Hollywood,Greater Valley Glen NC,1,0,0,0.3,34.193033,-118.4146718,7.69444E-05,0.043011091,6.659,0,6.659,14,0,14
123510,Los Angeles,Van Nuys,Greater Valley Glen NC,1,0,0,0.3,34.1953384,-118.4290714,7.80942E-05,0.036327985,16.574,0,16.574,5,0,5
123520,Los Angeles,Van Nuys,Greater Valley Glen NC,2,0,0,0.19,34.1884912,-118.423608,4.99586E-05,0.038569048,7.589,0,7.589,2,0,2
123601,Los Angeles,Van Nuys,Greater Valley Glen NC,2,0,0,0.58,34.1774941,-118.4162038,0.000149853,0.053287309,34.187,0,34.187,16,0,16
123602,Los Angeles,Van Nuys,Greater Valley Glen NC,0,0,0,0.36,34.1812199,-118.4263255,9.07238E-05,0.041531875,1,0,1,4,0,4
123700,Los Angeles,North Hollywood,Greater Valley Glen NC,0,0,0,0.37,34.1848596,-118.4095169,9.31349E-05,0.038893019,3.591,0,3.591,6,0,6
123800,Los Angeles,North Hollywood,Greater Valley Glen NC,1,0,0,0.5,34.1797368,-118.4014361,0.000126103,0.050562269,47.376,16,63.376,0,9,9
123901,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,1,0,0.5,34.1854544,-118.3938003,0.00012632,0.045591683,17.781,0,17.781,78,0,78
123902,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,0,0,0.26,34.1758783,-118.3922288,6.49684E-05,0.034976119,30.658,0,30.658,72,0,72
124000,Los Angeles,Valley Village,Valley Village NC,0,0,0,0.51,34.1619336,-118.4045529,0.000131995,0.051168253,9.42,0,9.42,2,0,2
124102,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,1,0,0,0.25,34.1757824,-118.3833988,6.34831E-05,0.03200603,8.484,0,8.484,9,0,9
124103,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,0,0,0.13,34.1884919,-118.3834122,3.16818E-05,0.024720017,4.903,0,4.903,90,0,90
124104,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,1,0,0.13,34.1848613,-118.38341,3.17286E-05,0.024734021,13.979,0,13.979,9,0,9
124105,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,1,0,0,0.13,34.1812289,-118.3834061,3.17358E-05,0.024740018,6.095,0,6.095,7,0,7
124201,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,0,0,0.38,34.1848664,-118.3746763,9.51136E-05,0.039249033,9.093,0,9.093,17,0,17
124203,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,0,0,0.13,34.1776041,-118.374665,3.17079E-05,0.024732034,3.616,0,3.616,4,0,4
124204,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,0,0,0.13,34.1739725,-118.3746553,3.17154E-05,0.024727036,6.998,0,6.998,7,0,7
124300,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,0,0,0.34,34.1757378,-118.3642963,8.71252E-05,0.038589511,9.876,0,9.876,24,0,24
124400,Los Angeles,Valley Village,Greater Valley Glen NC,3,0,0,0.37,34.1739658,-118.4114177,9.53957E-05,0.039121197,15.073,0,15.073,0,0,0
124500,Los Angeles,Sherman Oaks,Greater Valley Glen NC,2,0,0,0.31,34.1722741,-118.4267703,7.89976E-05,0.042477235,0,0,0,0,0,0
124600,Los Angeles,Sherman Oaks,Sherman Oaks NC,0,0,0,0.43,34.1620692,-118.4269321,0.000109503,0.042196225,4.851,0,4.851,2,31,33
124700,Los Angeles,Sherman Oaks,Sherman Oaks NC,2,0,0,0.52,34.1621485,-118.414869,0.000133154,0.054570156,15.623,0,15.623,3,0,3
124902,Los Angeles,Valley Village,Valley Village NC,0,1,0,0.13,34.1702439,-118.4008746,3.3106E-05,0.025105839,5.724,0,5.724,4,0,4
124903,Los Angeles,Valley Village,Valley Village NC,0,0,0,0.12,34.1666099,-118.4008675,3.04468E-05,0.024417837,3.926,0,3.926,22,0,22
125100,Los Angeles,Valley Village,Valley Village NC,2,0,0,0.5,34.1648811,-118.3921251,0.000126972,0.046530246,4.926,0,4.926,0,0,0
125200,Los Angeles,Valley Village,Valley Village NC,2,3,1,0.5,34.1656901,-118.3839912,0.000127469,0.046537421,89.038,0,89.038,35,0,35
125310,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,1,0,0,0.41,34.1695168,-118.366031,0.000103036,0.060798344,32.241,0,32.241,28,0,28
125320,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,3,0,0,0.24,34.1666765,-118.3701944,6.18386E-05,0.041994253,46.438,0,46.438,20,0,20
125401,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,2,0,1,0.15,34.1626066,-118.3743046,3.88906E-05,0.030570922,11.494,0,11.494,21,0,21
125402,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,3,0,0,0.27,34.1566827,-118.3740062,6.80712E-05,0.033841221,8.554,0,8.554,0,0,0
125501,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,1,0,0.18,34.1622937,-118.3657855,4.53737E-05,0.028295075,19.535,0,19.535,9,0,9
125502,Los Angeles,North Hollywood,Mid-Town North Hollywood NC,0,0,0,0.2,34.1566286,-118.3655446,5.11159E-05,0.029141881,1.808,0,1.808,2,0,2
125600,Los Angeles,North Hollywood,Greater Toluca Lake NC,0,0,0,0.39,34.1578941,-118.3568613,9.99751E-05,0.044281077,7.232,0,7.232,0,0,0
127102,Los Angeles,Van Nuys,Van Nuys NC,3,1,0,0.33,34.2060073,-118.4445253,8.4049E-05,0.036675871,3.926,0,3.926,51,0,51
127103,Los Angeles,Van Nuys,Van Nuys NC,2,0,0,0.11,34.2043745,-118.4301703,2.79799E-05,0.022248655,30.181,0,30.181,5,0,5
127104,Los Angeles,Van Nuys,Van Nuys NC,0,0,0,0.27,34.2051758,-118.4357986,6.92372E-05,0.033989797,0,0,0,0,0,0
127210,Los Angeles,Van Nuys,Van Nuys NC,5,2,0,0.59,34.2066365,-118.4596472,0.000150783,0.059882898,29.768,0,29.768,22,0,22
127220,Los Angeles,Van Nuys,Van Nuys NC,1,0,0,0.25,34.2047824,-118.4531264,6.38645E-05,0.032062594,22.026,0,22.026,15,0,15
127300,Los Angeles,Van Nuys,Van Nuys NC,15,0,0,0.41,34.2084003,-118.4697535,0.00010325,0.04375734,50.995,0,50.995,28,0,28
127400,Los Angeles,Lake Balboa,Lake Balboa NC,5,0,0,0.83,34.2102531,-118.4782103,0.000213781,0.074780382,35.221,0,35.221,48,0,48
127520,Los Angeles,North Hills,North Hills East NC,3,0,0,0.14,34.2184163,-118.4697511,3.55832E-05,0.024129282,51.731,0,51.731,12,0,12
127603,Los Angeles,Lake Balboa,Lake Balboa NC,3,0,0,0.17,34.1957245,-118.4800026,4.23476E-05,0.030758689,0,0,0,4,0,4
127604,Los Angeles,Lake Balboa,Lake Balboa NC,1,0,0,0.17,34.1993151,-118.479788,4.25816E-05,0.031289629,1,0,1,0,0,0
127605,Los Angeles,Lake Balboa,Lake Balboa NC,0,0,0,0.25,34.189727,-118.4847378,6.34347E-05,0.03199302,30.155,0,30.155,10,0,10
127606,Los Angeles,Lake Balboa,Lake Balboa NC,0,0,0,0.21,34.1902662,-118.4777891,5.34155E-05,0.02926661,18.854,0,18.854,11,0,11
127711,Los Angeles,Van Nuys,Van Nuys NC,2,0,0,0.36,34.1879585,-118.4698195,9.24363E-05,0.039564577,9.797,0,9.797,9,0,9
127712,Los Angeles,Van Nuys,Van Nuys NC,2,0,0,0.22,34.1974208,-118.4700785,5.55186E-05,0.029546292,0,0,0,1,0,1
127803,Los Angeles,Van Nuys,Van Nuys NC,9,1,0,0.25,34.1975155,-118.4530799,6.26826E-05,0.031858222,21.622,0,21.622,4,0,4
127804,Los Angeles,Van Nuys,Van Nuys NC,0,0,0,0.25,34.1974926,-118.4618228,6.2417E-05,0.031761014,0,0,0,4,0,4
127805,Los Angeles,Van Nuys,Van Nuys NC,2,0,0,0.24,34.1921963,-118.4576889,6.0099E-05,0.042190019,2.926,0,2.926,11,0,11
127806,Los Angeles,Van Nuys,Van Nuys NC,1,0,0,0.26,34.1885731,-118.4572359,6.68138E-05,0.042957018,33.906,0,33.906,5,0,5
127910,Los Angeles,Van Nuys,Van Nuys NC,2,0,0,0.25,34.1975649,-118.4443624,6.3555E-05,0.032032918,9.629,0,9.629,49,0,49
127920,Los Angeles,Van Nuys,Van Nuys NC,0,0,0,0.25,34.1975655,-118.4356225,6.34496E-05,0.03199601,0,0,0,26,0,26
128101,Los Angeles,Van Nuys,Greater Valley Glen NC,0,0,0,0.25,34.1902993,-118.4356174,6.34619E-05,0.03199901,4.19,0,4.19,0,0,0
128102,Los Angeles,Van Nuys,Van Nuys NC,0,1,3,0.25,34.1902959,-118.4443506,6.34535E-05,0.031999012,14.686,0,14.686,5,4,9
128210,Los Angeles,Van Nuys,Van Nuys NC,2,1,0,0.21,34.1835838,-118.4443453,5.37816E-05,0.029782012,47.017,55,102.017,31,39,70
128220,Los Angeles,Van Nuys,Greater Valley Glen NC,0,0,0,0.21,34.1835533,-118.4355767,5.43318E-05,0.03052065,0,0,0,12,0,12
128302,Los Angeles,Van Nuys,Van Nuys NC,2,0,0,0.27,34.1838638,-118.4605367,6.73672E-05,0.038602542,11.785,0,11.785,20,0,20
128303,Los Angeles,Van Nuys,Van Nuys NC,2,0,0,0.16,34.1830757,-118.4523813,4.04801E-05,0.029784306,8.724,15,23.724,30,15,45
128400,Los Angeles,Van Nuys,Van Nuys NC,7,0,0,0.67,34.1765494,-118.4588522,0.000168766,0.069696485,62.662,0,62.662,39,0,39
128500,Los Angeles,Sherman Oaks,Sherman Oaks NC,1,0,0,0.38,34.1703043,-118.4443439,9.52148E-05,0.039304691,2.703,0,2.703,11,0,11
128601,Los Angeles,Van Nuys,Van Nuys NC,8,0,0,0.26,34.1784585,-118.4410821,6.66787E-05,0.043912653,25.398,0,25.398,22,0,22
128602,Los Angeles,Sherman Oaks,Sherman Oaks NC,0,0,0,0.44,34.1712144,-118.4356063,0.000110914,0.042867018,2,0,2,2,0,2
128702,Los Angeles,Sherman Oaks,Sherman Oaks NC,0,0,0,0.63,34.160869,-118.439318,0.000162374,0.052606346,0,0,0,8,0,8
128801,Los Angeles,Sherman Oaks,Sherman Oaks NC,1,0,0,0.19,34.1682378,-118.4651573,4.8117E-05,0.02839,1,0,1,16,0,16
128802,Los Angeles,Sherman Oaks,Sherman Oaks NC,2,0,0,0.37,34.1684788,-118.4552597,9.49541E-05,0.040775697,1.808,0,1.808,1,0,1
128910,Los Angeles,Sherman Oaks,Sherman Oaks NC,1,0,0,0.5,34.1616765,-118.4585185,0.000130686,0.054706223,13.392,0,13.392,7,0,7
131010,Los Angeles,Reseda,Reseda NC,1,0,0,0.41,34.214735,-118.5382539,0.000104352,0.043298725,3.095,0,3.095,20,0,20
131020,Los Angeles,Reseda,Reseda NC,1,0,1,0.55,34.2001766,-118.5395023,0.000141332,0.050937578,9.684,0,9.684,17,0,17
131100,Los Angeles,Lake Balboa,Lake Balboa NC,1,0,0,0.43,34.2146245,-118.5056231,0.000107791,0.041753972,3,0,3,0,0,0
131200,Los Angeles,Northridge,Northridge South NC,0,0,0,0.44,34.2147262,-118.514231,0.000110391,0.042747899,0,0,0,2,0,2
131300,Los Angeles,Reseda,Reseda NC,0,0,0,0.43,34.2146599,-118.5229633,0.000109373,0.042514954,3.517,0,3.517,11,0,11
131400,Los Angeles,Reseda,Reseda NC,1,0,0,0.43,34.2145917,-118.5316957,0.000108309,0.042270021,0,43,43,19,41,60
131600,Los Angeles,Reseda,Reseda NC,1,0,0,0.84,34.214718,-118.551356,0.000214329,0.059468469,7.285,0,7.285,6,0,6
131701,Los Angeles,Reseda,Reseda NC,0,0,0,0.25,34.2046643,-118.5578906,6.45264E-05,0.032243149,0,0,0,8,0,8
131702,Los Angeles,Reseda,Reseda NC,0,0,0,0.28,34.2035942,-118.5476933,7.06306E-05,0.033970261,17.16,0,17.16,0,0,0
131800,Los Angeles,Reseda,Reseda NC,12,0,0,0.51,34.2047091,-118.527308,0.000128686,0.049638266,18.924,0,18.924,22,0,22
131900,Los Angeles,Lake Balboa,Lake Balboa NC,0,0,0,0.51,34.2047193,-118.5098593,0.000128943,0.049694049,0,0,0,0,0,0
132001,Los Angeles,Lake Balboa,Lake Balboa NC,2,0,0,0.37,34.1920691,-118.514195,9.4736E-05,0.039144652,4.19,0,4.19,0,0,0
132002,Los Angeles,Lake Balboa,Lake Balboa NC,0,0,0,0.62,34.1948951,-118.507196,0.000156509,0.063735049,6.591,0,6.591,12,0,12
132101,Los Angeles,Lake Balboa,Lake Balboa NC,2,0,0,0.31,34.1902625,-118.4956552,7.92691E-05,0.036356018,1,0,1,12,0,12
132102,Los Angeles,Lake Balboa,Lake Balboa NC,1,0,0,0.53,34.2020955,-118.497369,0.000134134,0.054677139,12.057,0,12.057,24,0,24
132300,Los Angeles,Reseda,Reseda NC,0,0,0,0.49,34.1974433,-118.5273253,0.000125058,0.049285264,18.854,0,18.854,28,0,28
132501,Los Angeles,Reseda,Reseda NC,0,0,0,0.27,34.1968245,-118.548597,6.88407E-05,0.033554568,35.494,0,35.494,0,0,0
132502,Los Angeles,Reseda,Reseda NC,0,0,0,0.24,34.1911391,-118.5469513,6.11063E-05,0.034271456,9.632,0,9.632,9,0,9
132700,Los Angeles,Reseda,Reseda NC,0,1,0,0.51,34.1888959,-118.5257626,0.000129226,0.049339576,16.673,0,16.673,5,0,5
132900,Los Angeles,Tarzana,Tarzana NC,0,0,0,0.46,34.1831957,-118.5281458,0.000116773,0.05664262,10.474,0,10.474,3,0,3
133000,Los Angeles,Reseda,Reseda NC,0,0,0,0.39,34.196082,-118.5571125,9.8024E-05,0.041759549,10.214,0,10.214,8,0,8
133100,Los Angeles,Tarzana,Tarzana NC,2,0,0,0.58,34.1852284,-118.5442623,0.00014865,0.052375327,19.059,0,19.059,20,0,20
134001,Los Angeles,Winnetka,Winnetka NC,1,0,0,0.22,34.2029146,-118.5917267,5.70758E-05,0.034838415,6.781,0,6.781,12,0,12
134002,Los Angeles,Winnetka,Winnetka NC,0,0,0,0.29,34.2026924,-118.5855271,7.37055E-05,0.039801478,7.924,0,7.924,5,0,5
134101,Los Angeles,Winnetka,Winnetka NC,2,0,0,0.41,34.2143034,-118.5666433,0.000104262,0.041336076,0,0,0,0,0,0
134103,Los Angeles,Winnetka,Winnetka NC,0,0,0,0.4,34.2185595,-118.5814401,0.000102774,0.053098385,9.093,0,9.093,0,0,0
134104,Los Angeles,Winnetka,Winnetka NC,0,0,0,0.25,34.2119534,-118.5753847,6.33885E-05,0.031981058,2.808,0,2.808,11,0,11
134201,Los Angeles,Canoga Park,Canoga Park NC,1,0,0,0.56,34.2139885,-118.5912335,0.000143485,0.04992876,21.896,0,21.896,14,0,14
134302,Los Angeles,West Hills,West Hills NC,0,0,0,0.5,34.2136956,-118.6209257,0.000127848,0.046115207,1.808,0,1.808,0,0,0
134303,Los Angeles,Canoga Park,Canoga Park NC,0,0,0,0.6,34.203248,-118.611899,0.000153589,0.052490275,31.971,0,31.971,13,0,13
134304,Los Angeles,Canoga Park,Canoga Park NC,1,0,0,0.39,34.213933,-118.6102868,9.98263E-05,0.040279146,1,0,1,7,61,68
134305,Los Angeles,Canoga Park,Canoga Park NC,2,0,0,0.14,34.217634,-118.6016952,3.49828E-05,0.025081233,5.926,0,5.926,11,0,11
134306,Los Angeles,Canoga Park,Canoga Park NC,0,0,0,0.24,34.2119148,-118.6017021,6.06332E-05,0.031235272,9.537,0,9.537,5,0,5
134421,Los Angeles,West Hills,West Hills NC,0,0,0,0.82,34.202023,-118.64714,0.000208789,0.058296609,2.095,0,2.095,15,0,15
134422,Los Angeles,West Hills,West Hills NC,0,0,0,0.9,34.2024601,-118.6306683,0.000229503,0.079129961,25.53,0,25.53,0,0,0
134423,Los Angeles,West Hills,West Hills NC,0,0,0,0.6,34.2138397,-118.6341913,0.000153299,0.056808967,6.285,0,6.285,6,0,6
134424,Los Angeles,West Hills,West Hills NC,0,0,0,1.43,34.2135699,-118.6565649,0.00036303,0.082835302,1.591,0,1.591,0,0,0
134520,Los Angeles,Canoga Park,Canoga Park NC,14,0,1,0.37,34.198294,-118.59964,9.46029E-05,0.040571106,36.351,0,36.351,21,0,21
134521,Los Angeles,Canoga Park,Canoga Park NC,2,0,0,0.14,34.2046284,-118.5952099,3.44111E-05,0.02412196,36.746,0,36.746,46,0,46
134522,Los Angeles,Canoga Park,Canoga Park NC,0,0,0,0.24,34.2046744,-118.6017183,6.0187E-05,0.031031974,2.095,0,2.095,13,0,13
134710,Los Angeles,Winnetka,Winnetka NC,0,0,0,0.22,34.2023735,-118.5779426,5.58169E-05,0.029884685,0,0,0,23,0,23
134720,Los Angeles,Winnetka,Winnetka NC,1,0,0,0.38,34.2046449,-118.5688121,9.67926E-05,0.040985175,6.285,0,6.285,8,0,8
134800,Los Angeles,Winnetka,Winnetka NC,5,0,0,0.72,34.1955756,-118.5715501,0.00018333,0.057776226,3,0,3,3,0,3
134901,Los Angeles,Tarzana,Tarzana NC,2,0,0,0.41,34.1873507,-118.5606591,0.000103862,0.047314868,7.285,0,7.285,3,0,3
134903,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,5,0,0,0.22,34.1924692,-118.5916957,5.5383E-05,0.03185555,18.276,0,18.276,8,0,8
134904,Los Angeles,Winnetka,Winnetka NC,10,0,0,0.4,34.1913886,-118.5802111,0.00010169,0.048721375,8.041,0,8.041,0,0,0
134905,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,1,0,0,1,34.1833588,-118.5842954,0.000252961,0.069299191,11.995,0,11.995,11,0,11
135102,Los Angeles,West Hills,West Hills NC,0,0,0,0.64,34.1886366,-118.6174552,0.000164243,0.055227595,0,0,0,0,0,0
135111,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,0,0,0,0.4,34.1924609,-118.6102388,0.000102245,0.040142516,6.285,0,6.285,1,0,1
135113,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,3,0,0,0.25,34.1810129,-118.6059583,6.29382E-05,0.041764994,2.095,0,2.095,17,0,17
135114,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,3,0,0,0.49,34.1904438,-118.603662,0.000124199,0.055821653,12.4,0,12.4,2,0,2
135201,Los Angeles,West Hills,West Hills NC,0,0,0,0.59,34.1903616,-118.6261323,0.000149806,0.054045184,21.51,0,21.51,12,0,12
135202,Los Angeles,West Hills,West Hills NC,1,0,0,0.68,34.1888179,-118.6369084,0.000172381,0.052646473,4.095,0,4.095,0,0,0
135203,Los Angeles,West Hills,West Hills NC,2,0,0,1.74,34.1918593,-118.6570809,0.000440206,0.100108809,3.798,0,3.798,2,0,2
137103,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,2,0,0,0.29,34.1744847,-118.6013402,7.42994E-05,0.035176424,4.517,0,4.517,7,0,7
137104,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,2,0,0,0.99,34.1737607,-118.5849467,0.000250924,0.073002762,3.095,0,3.095,45,0,45
137201,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,7,0,0,0.77,34.1732437,-118.6156256,0.000195229,0.058396338,1,0,1,18,0,18
137301,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,0,0,0,0.62,34.176253,-118.6340417,0.000157402,0.06383805,1,0,1,33,0,33
137302,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,1,0,0,0.94,34.177348,-118.6541956,0.000239269,0.07725453,6.285,0,6.285,4,0,4
137401,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,6,0,0,0.91,34.1590075,-118.6102529,0.000232108,0.079111364,2.591,0,2.591,6,0,6
137402,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,0,0,0,1.19,34.1554628,-118.6249487,0.000301406,0.096485096,7.19,0,7.19,5,0,5
137501,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,6,0,0,0.97,34.1649322,-118.5767994,0.000245679,0.074889569,5.021,0,5.021,5,0,5
137502,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,4,0,0,0.81,34.1634518,-118.5976916,0.000204366,0.058773479,10.811,0,10.811,13,0,13
137504,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,0,0,0,1.48,34.1480383,-118.5720594,0.00037513,0.096875873,0,0,0,0,0,0
138000,Los Angeles,Woodland Hills,Woodland Hills-Warner Center NC,0,0,0,1.73,34.1488008,-118.5910501,0.000437189,0.095545082,2.095,0,2.095,0,0,0
139001,Los Angeles,Encino,Encino NC,2,0,0,0.48,34.1754113,-118.511718,0.00012123,0.05479715,0,0,0,0,0,0
139200,Los Angeles,Encino,Encino NC,0,0,0,0.44,34.1756962,-118.5246447,0.000112649,0.042664256,0,0,0,0,0,0
139301,Los Angeles,Tarzana,Tarzana NC,11,1,0,1.11,34.1781538,-118.5581266,0.00028022,0.083976315,16.156,0,16.156,10,0,10
139302,Los Angeles,Tarzana,Tarzana NC,4,0,0,0.13,34.1767231,-118.5383656,3.30803E-05,0.023464992,4.021,0,4.021,5,0,5
139303,Los Angeles,Tarzana,Tarzana NC,0,0,0,0.16,34.1762844,-118.5333073,4.06346E-05,0.026536698,1,0,1,6,0,6
139401,Los Angeles,Tarzana,Tarzana NC,1,0,0,0.35,34.1696955,-118.537583,8.87086E-05,0.039517204,13.797,0,13.797,15,0,15
139402,Los Angeles,Tarzana,Tarzana NC,14,0,0,0.94,34.1677649,-118.5517782,0.00023895,0.08953629,17.926,0,17.926,26,0,26
139502,Los Angeles,Encino,Encino NC,0,0,0,0.4,34.1628402,-118.5263111,0.000102418,0.051036387,2.926,0,2.926,0,0,0
139503,Los Angeles,Encino,Encino NC,0,0,0,0.14,34.167785,-118.5245194,3.43898E-05,0.02397505,0,0,0,11,0,11
139504,Los Angeles,Encino,Encino NC,0,0,0,0.11,34.1670182,-118.5202503,2.82631E-05,0.023419522,1,0,1,0,0,0
139600,Los Angeles,Encino,Encino NC,0,0,0,0.96,34.1640599,-118.5101001,0.000242224,0.062708018,6.946,0,6.946,4,0,4
139701,Los Angeles,Encino,Encino NC,0,0,0,1.31,34.157429,-118.4954117,0.000332325,0.098639367,9.021,0,9.021,0,0,0
139702,Los Angeles,Encino,Encino NC,0,0,0,3.42,34.136387,-118.509738,0.000918458,0.198543535,0,0,0,0,0,0
139703,Los Angeles,Encino,Encino NC,0,0,0,1.83,34.144579,-118.5320785,0.00046224,0.122326112,3.181,0,3.181,0,0,0
139801,Los Angeles,Tarzana,Tarzana NC,0,0,0,1.42,34.1527206,-118.5455805,0.000358353,0.08290136,0,0,0,0,0,0
139802,Los Angeles,Tarzana,Tarzana NC,0,0,0,2.35,34.142864,-118.5563556,0.000594026,0.139076951,0,0,0,0,0,0
141101,Los Angeles,Sherman Oaks,Sherman Oaks NC,0,0,0,0.28,34.151167,-118.4243044,7.42096E-05,0.035129387,0,0,0,2,0,2
141102,Los Angeles,Sherman Oaks,Sherman Oaks NC,1,0,0,0.3,34.1494929,-118.4318823,7.61396E-05,0.046016863,1,0,1,3,0,3
141201,Los Angeles,Sherman Oaks,Sherman Oaks NC,2,0,1,0.27,34.1519021,-118.4426826,6.85326E-05,0.037273781,15.892,0,15.892,15,0,15
141202,Los Angeles,Sherman Oaks,Sherman Oaks NC,0,0,0,0.27,34.1471798,-118.4423602,6.84427E-05,0.039067696,1,0,1,0,0,0
141302,Los Angeles,Sherman Oaks,Sherman Oaks NC,0,0,0,0.49,34.1536798,-118.46283,0.000124202,0.050802489,6.829,0,6.829,8,0,8
141303,Los Angeles,Sherman Oaks,Sherman Oaks NC,3,0,0,0.1,34.1549353,-118.4552476,2.56034E-05,0.020835686,3.095,0,3.095,0,0,0
141304,Los Angeles,Sherman Oaks,Sherman Oaks NC,4,0,0,0.27,34.1509932,-118.4526303,6.95425E-05,0.041999741,4,0,4,9,0,9
141400,Los Angeles,Encino,Encino NC,0,0,0,0.77,34.157489,-118.4760491,0.000195923,0.058024878,11.627,0,11.627,11,0,11
141500,Los Angeles,Encino,Encino NC,0,0,0,1.29,34.1404819,-118.4786421,0.000326089,0.09339403,0,0,0,3,0,3
141600,Los Angeles,Sherman Oaks,Sherman Oaks NC,0,0,0,1.49,34.138911,-118.461044,0.000376383,0.112914924,0,0,0,1,0,1
141700,Los Angeles,Sherman Oaks,Sherman Oaks NC,0,0,0,1.25,34.1379878,-118.4376439,0.000317045,0.09732546,0,0,0,0,0,0
143100,Los Angeles,North Hollywood,Greater Toluca Lake NC,0,0,0,0.66,34.1480353,-118.3559057,0.000173485,0.058022287,14.42,0,14.42,12,0,12
143200,Los Angeles,Studio City,Studio City NC,2,0,0,0.37,34.1494399,-118.3720618,9.35595E-05,0.043531364,10.187,0,10.187,6,0,6
143300,Los Angeles,Studio City,Studio City NC,0,0,0,0.64,34.152183,-118.3866139,0.000161774,0.061184334,10.885,0,10.885,9,0,9
143400,Los Angeles,Studio City,Studio City NC,1,1,0,0.67,34.1538507,-118.4110998,0.000171794,0.066564202,7.777,0,7.777,2,0,2
143500,Los Angeles,Studio City,Studio City NC,0,0,0,0.46,34.1476412,-118.40678,0.000121035,0.060454105,1,0,1,10,0,10
143602,Los Angeles,Studio City,Studio City NC,1,0,0,0.44,34.1450296,-118.3855058,0.000119136,0.051599984,5.808,0,5.808,2,0,2
143603,Los Angeles,Studio City,Studio City NC,1,0,0,0.19,34.1442858,-118.3727317,5.13633E-05,0.042647578,7.702,0,7.702,2,0,2
143604,Los Angeles,Studio City,Studio City NC,8,0,0,0.21,34.1420581,-118.3681384,5.4804E-05,0.043321348,22.706,0,22.706,38,0,38
143700,Los Angeles,Hollywood Hills West,Hollywood Hills West NC,0,0,0,1.31,34.1291853,-118.3567733,0.000331249,0.108158666,27.621,0,27.621,15,0,15
143800,Los Angeles,Studio City,Studio City NC,2,0,0,1.01,34.135557,-118.3805891,0.00025491,0.111273436,0,0,0,5,0,5
143901,Los Angeles,Studio City,Studio City NC,2,0,0,2.04,34.1321322,-118.4000483,0.00051746,0.127118724,7.616,0,7.616,6,0,6
143902,Los Angeles,Studio City,Studio City NC,0,0,0,0.97,34.1358007,-118.4214241,0.000246987,0.101702607,4.406,0,4.406,35,0,35
181000,Los Angeles,Eagle Rock,Eagle Rock NC,16,0,0,1.59,34.1452669,-118.2043862,0.000404435,0.119240198,39.377,0,39.377,37,0,37
181300,Los Angeles,Eagle Rock,Eagle Rock NC,4,0,0,0.56,34.1360845,-118.2236529,0.000140639,0.06326633,24.078,0,24.078,8,0,8
181400,Los Angeles,Eagle Rock,Eagle Rock NC,5,0,0,0.34,34.1367194,-118.2088736,8.59308E-05,0.045383478,27.459,0,27.459,13,0,13
181500,Los Angeles,Eagle Rock,Eagle Rock NC,6,0,0,0.42,34.1347808,-118.1928507,0.000106995,0.055151541,9.707,0,9.707,9,0,9
181600,Los Angeles,Eagle Rock,Eagle Rock NC,0,0,0,0.48,34.1297234,-118.2097406,0.000122167,0.055126259,4.19,0,4.19,23,0,23
183101,Los Angeles,Highland Park,Historic Highland Park NC,0,0,0,0.37,34.1222377,-118.1823583,9.45915E-05,0.050052898,19.524,0,19.524,13,0,13
183103,Los Angeles,Highland Park,Historic Highland Park NC,0,0,0,0.25,34.1156486,-118.1749059,6.41621E-05,0.059272677,1,0,1,14,0,14
183104,Los Angeles,Highland Park,Historic Highland Park NC,0,0,0,0.26,34.1236781,-118.1723137,6.59146E-05,0.049705247,2.095,0,2.095,11,0,11
