Area.Name,Victim.Age,Victim.Sex,Victim.Descent,latitude,longitude,CRIME DESCRIPTION SHORT,GENERAL DESCRIPTION,Hour,Weekday,Month,DayPartition
HOLLENBECK,40,F,H,34.1027,-118.1961,SIMPLE ASSAULT,ASSAULT,10,7,11,2
HARBOR,50,F,H,33.78,-118.2624,PETTY THEFT,THEFT,5,7,11,2
SOUTHEAST,18,F,B,33.9555,-118.2871,AGGRAVATED ASSAULT,ASSAULT,22,7,11,4
OLYMPIC,32,M,H,34.0763,-118.3004,AGGRAVATED ASSAULT,ASSAULT,8,7,11,2
CENTRAL,58,M,B,34.0557,-118.2488,AGGRAVATED ASSAULT,ASSAULT,0,1,11,1
CENTRAL,26,M,B,34.0467,-118.252,ROBBERY,THEFT,11,1,11,3
CENTRAL,58,M,B,34.0437,-118.2455,SIMPLE ASSAULT,ASSAULT,20,1,11,4
RAMPART,53,M,H,34.0565,-118.2768,ROBBERY,THEFT,21,1,11,4
RAMPART,32,M,H,34.0777,-118.2892,AGGRAVATED ASSAULT,ASSAULT,16,1,11,3
WEST LA,47,M,W,34.0576,-118.4242,SIMPLE ASSAULT,ASSAULT,1,1,11,1
77TH STREET,46,F,H,33.96,-118.3134,SIMPLE ASSAULT,ASSAULT,10,1,11,2
SOUTHEAST,73,M,H,33.9373,-118.2652,AGGRAVATED ASSAULT,ASSAULT,15,1,11,3
CENTRAL,30,F,B,34.0491,-118.2558,SEXUAL ASSAULT,SEXUAL ASSAULT,1,2,11,1
CENTRAL,47,F,H,34.0442,-118.2439,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,20,2,11,4
CENTRAL,67,M,H,34.0442,-118.2439,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,20,2,11,4
HARBOR,52,M,W,33.7812,-118.2625,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,15,2,11,3
HARBOR,43,M,H,33.7279,-118.288,SIMPLE ASSAULT,ASSAULT,21,2,11,4
NEWTON,65,M,H,33.9967,-118.2478,PETTY THEFT,THEFT,10,2,11,2
NEWTON,34,M,W,34.0242,-118.276,AGGRAVATED ASSAULT,ASSAULT,21,2,11,4
MISSION,38,M,B,34.2216,-118.4488,PETTY THEFT,THEFT,3,2,11,1
CENTRAL,34,M,H,34.0416,-118.255,"RAPE, FORCIBLE",SEXUAL ASSAULT,2,3,11,1
77TH STREET,19,M,H,33.964,-118.2739,SIMPLE ASSAULT,ASSAULT,19,3,11,4
NORTH HOLLYWOOD,51,F,W,34.167,-118.3752,ORAL COPULATION,SEXUAL ASSAULT,15,3,11,3
SOUTHEAST,43,M,B,33.9601,-118.2782,AGGRAVATED ASSAULT,ASSAULT,16,3,11,3
SOUTHEAST,18,F,H,33.9473,-118.2673,SIMPLE ASSAULT,ASSAULT,13,4,11,3
CENTRAL,58,F,B,34.0496,-118.2458,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,7,4,11,2
NORTH HOLLYWOOD,30,M,W,34.1776,-118.3855,ROBBERY,THEFT,16,4,11,3
OLYMPIC,21,F,W,34.0704,-118.2898,SIMPLE ASSAULT,ASSAULT,22,4,11,4
CENTRAL,47,M,B,34.0394,-118.2405,AGGRAVATED ASSAULT,ASSAULT,23,5,11,4
CENTRAL,58,F,H,34.0488,-118.2518,PETTY THEFT,THEFT,2,5,11,1
SOUTHWEST,24,F,B,34.0109,-118.3089,SIMPLE ASSAULT,ASSAULT,13,5,11,3
77TH STREET,65,M,B,33.9806,-118.3294,THEFT PLAIN - ATTEMPT,THEFT,11,5,11,3
77TH STREET,37,F,B,33.9806,-118.3309,SIMPLE ASSAULT,ASSAULT,21,5,11,4
DEVONSHIRE,41,M,W,34.2212,-118.5027,SIMPLE ASSAULT,ASSAULT,9,5,11,2
SOUTHEAST,66,F,B,33.9455,-118.2869,AGGRAVATED ASSAULT,ASSAULT,12,5,11,3
CENTRAL,51,F,B,34.0423,-118.2452,AGGRAVATED ASSAULT,ASSAULT,2,6,11,1
RAMPART,57,M,B,34.061,-118.2775,SIMPLE ASSAULT,ASSAULT,9,6,11,2
RAMPART,NA,M,W,34.0565,-118.2768,CHILD NEGLECT,CHILD ABUSE,12,6,11,3
VAN NUYS,27,M,H,34.1802,-118.4487,AGGRAVATED ASSAULT,ASSAULT,4,6,11,2
NEWTON,48,M,H,34.0293,-118.241,AGGRAVATED ASSAULT,ASSAULT,23,6,11,4
TOPANGA,45,M,B,34.1847,-118.6234,VANDALISM,VANDALISM,11,6,11,3
CENTRAL,69,M,B,34.0442,-118.2439,SIMPLE ASSAULT,ASSAULT,10,7,11,2
HOLLENBECK,51,M,H,34.0784,-118.2172,SIMPLE ASSAULT,ASSAULT,11,7,11,3
HOLLENBECK,60,F,W,34.0609,-118.2052,"RAPE, FORCIBLE",SEXUAL ASSAULT,3,7,11,1
NEWTON,37,M,H,34.0091,-118.2506,AGGRAVATED ASSAULT,ASSAULT,1,7,11,1
NEWTON,52,M,B,33.9974,-118.28,AGGRAVATED ASSAULT,ASSAULT,20,7,11,4
OLYMPIC,68,M,H,34.0672,-118.2941,PETTY THEFT,THEFT,3,7,11,1
VAN NUYS,30,M,H,34.1867,-118.4509,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,7,1,11,2
NEWTON,28,F,B,34.0378,-118.2456,SIMPLE ASSAULT,ASSAULT,1,1,11,1
NEWTON,41,M,W,34.0258,-118.2708,SIMPLE ASSAULT,ASSAULT,2,1,11,1
FOOTHILL,61,M,H,34.2445,-118.4199,SIMPLE ASSAULT,ASSAULT,16,1,11,3
DEVONSHIRE,34,F,H,34.2223,-118.5027,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,18,1,11,4
CENTRAL,62,M,H,34.0673,-118.2372,ROBBERY,THEFT,13,2,11,3
VAN NUYS,56,F,B,34.1897,-118.4487,AGGRAVATED ASSAULT,ASSAULT,6,2,11,2
NORTHEAST,18,F,H,34.1095,-118.1903,SIMPLE ASSAULT,ASSAULT,21,2,11,4
RAMPART,56,F,B,34.0413,-118.2742,PETTY THEFT,THEFT,0,3,11,1
HARBOR,44,F,X,33.747,-118.2923,VIOLATION OF COURT ORDER,OTHER MISCELLANEOUS CRIME,7,3,11,2
HARBOR,47,M,W,33.7757,-118.2608,AGGRAVATED ASSAULT,ASSAULT,17,3,11,3
VAN NUYS,56,M,W,34.2012,-118.464,PETTY THEFT,THEFT,22,3,11,4
NEWTON,61,M,H,34.0039,-118.2565,AGGRAVATED ASSAULT,ASSAULT,21,3,11,4
DEVONSHIRE,48,F,H,34.2648,-118.5023,PETTY THEFT,THEFT,18,3,11,4
MISSION,38,M,H,34.3227,-118.45,AGGRAVATED ASSAULT,ASSAULT,19,3,11,4
MISSION,33,F,W,34.2688,-118.4559,AGGRAVATED ASSAULT,ASSAULT,16,3,11,3
RAMPART,49,F,O,34.0619,-118.2702,SEXUAL ASSAULT,SEXUAL ASSAULT,2,4,11,1
RAMPART,59,F,H,34.0619,-118.2702,SIMPLE ASSAULT,ASSAULT,2,4,11,1
CENTRAL,42,F,B,34.0403,-118.2421,SIMPLE ASSAULT,ASSAULT,13,4,11,3
CENTRAL,51,F,B,34.0485,-118.2513,"RAPE, FORCIBLE",SEXUAL ASSAULT,2,4,11,1
RAMPART,44,M,W,34.0671,-118.2713,ROBBERY,THEFT,20,4,11,4
NORTHEAST,55,M,H,34.0726,-118.2447,AGGRAVATED ASSAULT,ASSAULT,5,4,11,2
NEWTON,32,M,W,34.0341,-118.2507,AGGRAVATED ASSAULT,ASSAULT,23,4,11,4
MISSION,27,M,W,34.2247,-118.4677,SIMPLE ASSAULT,ASSAULT,8,4,11,2
CENTRAL,60,M,B,34.0417,-118.2443,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,8,5,11,2
RAMPART,57,M,H,34.0531,-118.2717,SIMPLE ASSAULT,ASSAULT,23,5,11,4
HARBOR,66,F,W,33.7757,-118.2608,SIMPLE ASSAULT,ASSAULT,15,5,11,3
PACIFIC,36,M,H,33.9493,-118.3734,ROBBERY,THEFT,14,5,11,3
PACIFIC,49,M,H,33.9898,-118.4756,AGGRAVATED ASSAULT,ASSAULT,21,5,11,4
NORTH HOLLYWOOD,35,F,W,34.1885,-118.3681,SIMPLE ASSAULT,ASSAULT,12,5,11,3
TOPANGA,33,M,H,34.2202,-118.571,SIMPLE ASSAULT,ASSAULT,17,5,11,3
CENTRAL,32,M,B,34.0471,-118.2491,ROBBERY,THEFT,4,6,11,2
CENTRAL,53,M,W,34.0468,-118.2415,AGGRAVATED ASSAULT,ASSAULT,13,6,11,3
CENTRAL,52,M,W,34.0435,-118.2471,SIMPLE ASSAULT,ASSAULT,13,6,11,3
RAMPART,58,M,H,34.0601,-118.2761,AGGRAVATED ASSAULT,ASSAULT,20,6,11,4
WEST LA,71,M,W,34.0484,-118.45,AGGRAVATED ASSAULT,ASSAULT,19,6,11,4
WEST LA,47,M,O,34.0421,-118.4559,SIMPLE ASSAULT,ASSAULT,11,6,11,3
77TH STREET,26,F,B,33.9983,-118.2813,AGGRAVATED ASSAULT,ASSAULT,18,6,11,4
NORTH HOLLYWOOD,52,F,W,34.1722,-118.379,SIMPLE ASSAULT,ASSAULT,24,6,11,4
NORTH HOLLYWOOD,43,F,W,34.143,-118.3727,SIMPLE ASSAULT,ASSAULT,18,6,11,4
OLYMPIC,61,M,H,34.0587,-118.2916,AGGRAVATED ASSAULT,ASSAULT,15,6,11,3
CENTRAL,57,F,B,34.0395,-118.2405,ROBBERY,THEFT,24,7,11,4
RAMPART,49,M,W,34.0559,-118.2756,AGGRAVATED ASSAULT,ASSAULT,2,7,11,1
HOLLENBECK,53,M,H,34.0276,-118.2146,ROBBERY,THEFT,16,7,11,3
HOLLENBECK,40,F,H,34.0382,-118.2064,SIMPLE ASSAULT,ASSAULT,12,7,11,3
NEWTON,33,M,H,34.0078,-118.2636,ATTEMPTED ROBBERY,THEFT,2,7,11,1
NEWTON,31,F,H,34.0315,-118.2366,SIMPLE ASSAULT,ASSAULT,6,7,11,2
CENTRAL,28,M,B,34.0452,-118.2534,AGGRAVATED ASSAULT,ASSAULT,1,1,11,1
NEWTON,58,F,B,34.0126,-118.278,AGGRAVATED ASSAULT,ASSAULT,19,1,11,4
DEVONSHIRE,44,M,B,34.2202,-118.571,AGGRAVATED ASSAULT,ASSAULT,15,1,11,3
NEWTON,57,M,H,33.9924,-118.2772,AGGRAVATED ASSAULT,ASSAULT,19,2,11,4
NORTH HOLLYWOOD,25,F,B,34.1689,-118.377,ROBBERY,THEFT,3,2,11,1
NORTH HOLLYWOOD,45,F,H,34.2027,-118.3745,AGGRAVATED ASSAULT,ASSAULT,4,2,11,2
CENTRAL,57,F,B,34.0382,-118.2432,AGGRAVATED ASSAULT,ASSAULT,8,3,11,2
RAMPART,49,M,W,34.0683,-118.2739,PETTY THEFT,THEFT,23,3,11,4
NEWTON,61,M,W,34.0133,-118.276,SIMPLE ASSAULT,ASSAULT,7,3,11,2
PACIFIC,29,F,W,33.9918,-118.4767,AGGRAVATED ASSAULT,ASSAULT,9,3,11,2
NORTH HOLLYWOOD,25,F,B,34.1649,-118.379,PETTY THEFT,THEFT,23,3,11,4
DEVONSHIRE,42,F,W,34.2757,-118.5144,PETTY THEFT,THEFT,20,3,11,4
CENTRAL,45,F,B,34.048,-118.2438,SIMPLE ASSAULT,ASSAULT,9,4,11,2
RAMPART,50,M,H,34.0549,-118.2778,ROBBERY,THEFT,20,4,11,4
PACIFIC,32,F,B,33.973,-118.3766,AGGRAVATED ASSAULT,ASSAULT,20,4,11,4
MISSION,33,F,W,34.2688,-118.4559,SIMPLE ASSAULT,ASSAULT,12,4,11,3
RAMPART,37,M,H,34.0764,-118.2894,AGGRAVATED ASSAULT,ASSAULT,14,5,12,3
SOUTHWEST,35,F,W,34.0155,-118.2975,AGGRAVATED ASSAULT,ASSAULT,13,5,12,3
PACIFIC,56,M,B,33.9517,-118.3859,AGGRAVATED ASSAULT,ASSAULT,14,5,12,3
CENTRAL,36,F,B,34.0448,-118.2474,PETTY THEFT,THEFT,12,5,12,3
SOUTHWEST,55,M,B,34.0326,-118.3416,GRAND THEFT,THEFT,0,5,12,1
CENTRAL,36,M,H,34.0442,-118.2439,AGGRAVATED ASSAULT,ASSAULT,19,6,12,4
SOUTHWEST,25,F,B,34.0312,-118.3251,SIMPLE ASSAULT,ASSAULT,7,6,12,2
HARBOR,44,M,H,33.7941,-118.29,AGGRAVATED ASSAULT,ASSAULT,16,6,12,3
VAN NUYS,36,M,W,34.1837,-118.4443,AGGRAVATED ASSAULT,ASSAULT,0,6,12,1
VAN NUYS,54,F,W,34.1536,-118.4181,THEFT OF IDENTITY,THEFT,15,6,12,3
NORTH HOLLYWOOD,26,F,H,34.1826,-118.3916,SIMPLE ASSAULT,ASSAULT,7,6,12,2
NORTH HOLLYWOOD,25,M,H,34.2085,-118.3921,AGGRAVATED ASSAULT,ASSAULT,11,6,12,3
NORTH HOLLYWOOD,29,F,B,34.2085,-118.3921,SIMPLE ASSAULT,ASSAULT,11,6,12,3
FOOTHILL,39,F,H,34.2307,-118.3673,CONTEMPT OF COURT,THEFT,13,6,12,3
DEVONSHIRE,46,M,W,34.232,-118.5623,AGGRAVATED ASSAULT,ASSAULT,16,6,12,3
SOUTHEAST,42,F,W,33.958,-118.2869,SIMPLE ASSAULT,ASSAULT,21,6,12,4
SOUTHEAST,49,F,B,33.9467,-118.2871,SIMPLE ASSAULT,ASSAULT,1,6,12,1
TOPANGA,34,F,B,34.1938,-118.5823,OTHER THEFT,THEFT,13,6,12,3
RAMPART,42,M,H,34.0579,-118.2711,AGGRAVATED ASSAULT,ASSAULT,19,7,12,4
CENTRAL,44,F,B,34.0428,-118.2461,VANDALISM,VANDALISM,1,7,12,1
CENTRAL,54,M,B,34.0495,-118.2529,AGGRAVATED ASSAULT,ASSAULT,17,7,12,3
CENTRAL,46,F,B,34.0495,-118.2529,AGGRAVATED ASSAULT,ASSAULT,17,7,12,3
CENTRAL,50,M,H,34.0377,-118.2621,ROBBERY,THEFT,21,7,12,4
CENTRAL,37,F,B,34.0444,-118.2628,SIMPLE ASSAULT,ASSAULT,18,7,12,4
CENTRAL,47,F,H,34.0455,-118.2452,SIMPLE ASSAULT,ASSAULT,13,7,12,3
SOUTHWEST,69,M,W,34.0307,-118.328,GRAND THEFT,THEFT,10,7,12,2
NORTH HOLLYWOOD,54,F,O,34.1649,-118.3746,OTHER ASSAULT,ASSAULT,6,7,12,2
DEVONSHIRE,33,F,W,34.2646,-118.4761,AGGRAVATED ASSAULT,ASSAULT,17,7,12,3
SOUTHEAST,42,F,W,33.958,-118.2869,AGGRAVATED ASSAULT,ASSAULT,12,1,12,3
CENTRAL,27,F,B,34.0446,-118.245,SIMPLE ASSAULT,ASSAULT,3,1,12,1
CENTRAL,70,F,W,34.0461,-118.2461,OTHER THEFT,THEFT,22,1,12,4
CENTRAL,31,F,B,34.0565,-118.2411,AGGRAVATED ASSAULT,ASSAULT,19,1,12,4
CENTRAL,NA,F,O,34.0563,-118.2374,"RAPE, FORCIBLE",SEXUAL ASSAULT,0,1,12,1
WEST LA,46,F,H,34.0328,-118.4366,SIMPLE ASSAULT,ASSAULT,1,1,12,1
WEST LA,46,F,H,34.0328,-118.4366,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,1,1,12,1
VAN NUYS,40,M,B,34.205,-118.4339,AGGRAVATED ASSAULT,ASSAULT,22,2,12,4
NORTHEAST,40,M,H,34.0981,-118.2983,SIMPLE ASSAULT,ASSAULT,21,2,12,4
PACIFIC,42,F,B,34.0294,-118.3881,AGGRAVATED ASSAULT,ASSAULT,3,2,12,1
NORTH HOLLYWOOD,55,M,B,34.1419,-118.3609,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,16,2,12,3
OLYMPIC,36,F,B,34.0618,-118.2916,SIMPLE ASSAULT,ASSAULT,3,2,12,1
PACIFIC,66,F,B,33.943,-118.4035,"RAPE, FORCIBLE",SEXUAL ASSAULT,6,2,12,2
HARBOR,49,M,B,33.7778,-118.2492,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,21,3,12,4
HOLLYWOOD,33,M,B,34.1016,-118.3333,ROBBERY,THEFT,7,3,12,2
HOLLYWOOD,54,M,W,34.1016,-118.3333,ROBBERY,THEFT,24,3,12,4
CENTRAL,42,F,B,34.0442,-118.2439,SIMPLE ASSAULT,ASSAULT,5,4,12,2
CENTRAL,35,F,H,34.0421,-118.2469,PETTY THEFT,THEFT,10,4,12,2
CENTRAL,32,M,B,34.0437,-118.2455,SIMPLE ASSAULT,ASSAULT,13,5,12,3
NORTH HOLLYWOOD,45,F,W,34.2026,-118.3635,OTHER ASSAULT,ASSAULT,20,5,12,4
NORTH HOLLYWOOD,46,F,H,34.2012,-118.4182,AGGRAVATED ASSAULT,ASSAULT,21,5,12,4
CENTRAL,63,M,H,34.0435,-118.2471,ROBBERY,THEFT,0,6,12,1
CENTRAL,45,M,B,34.0446,-118.245,PETTY THEFT,THEFT,13,6,12,3
CENTRAL,64,F,W,34.0419,-118.2485,OTHER THEFT,THEFT,21,6,12,4
HOLLENBECK,36,F,H,34.0785,-118.1661,SIMPLE ASSAULT,ASSAULT,20,6,12,4
VAN NUYS,28,F,O,34.1673,-118.4659,AGGRAVATED ASSAULT,ASSAULT,0,6,12,1
CENTRAL,52,F,B,34.0485,-118.2447,"RAPE, FORCIBLE",SEXUAL ASSAULT,0,7,12,1
SOUTHWEST,27,F,B,34.0042,-118.3315,AGGRAVATED ASSAULT,ASSAULT,0,7,12,1
HARBOR,58,M,W,33.7968,-118.2959,SIMPLE ASSAULT,ASSAULT,19,7,12,4
WEST LA,70,M,W,34.0465,-118.4484,ROBBERY,THEFT,14,7,12,3
CENTRAL,35,F,B,34.0428,-118.2461,SIMPLE ASSAULT,ASSAULT,4,1,12,2
WEST LA,36,F,H,34.0477,-118.4581,ROBBERY,THEFT,2,1,12,1
CENTRAL,31,M,H,34.0446,-118.245,AGGRAVATED ASSAULT,ASSAULT,12,2,12,3
CENTRAL,41,F,B,34.0438,-118.2416,AGGRAVATED ASSAULT,ASSAULT,7,2,12,2
CENTRAL,47,F,B,34.0606,-118.2439,SIMPLE ASSAULT,ASSAULT,8,2,12,2
CENTRAL,34,M,B,34.0449,-118.2458,SIMPLE ASSAULT,ASSAULT,12,2,12,3
HARBOR,19,F,H,33.7948,-118.2999,ROBBERY,THEFT,13,2,12,3
SOUTHEAST,48,F,B,33.9547,-118.2717,SIMPLE ASSAULT,ASSAULT,20,2,12,4
WEST VALLEY,49,M,W,34.1866,-118.5535,OTHER THEFT,THEFT,4,2,12,2
CENTRAL,51,F,W,34.0421,-118.2469,"RAPE, FORCIBLE",SEXUAL ASSAULT,9,3,12,2
CENTRAL,69,F,B,34.0467,-118.247,PETTY THEFT,THEFT,0,3,12,1
CENTRAL,46,M,B,34.0453,-118.2443,SIMPLE ASSAULT,ASSAULT,22,3,12,4
RAMPART,49,M,W,34.0764,-118.2903,AGGRAVATED ASSAULT,ASSAULT,3,3,12,1
WEST VALLEY,49,M,B,34.1613,-118.4917,AGGRAVATED ASSAULT,ASSAULT,11,3,12,3
NORTH HOLLYWOOD,43,F,W,34.1339,-118.3744,AGGRAVATED ASSAULT,ASSAULT,21,3,12,4
MISSION,38,M,W,34.3086,-118.4317,AGGRAVATED ASSAULT,ASSAULT,17,3,12,3
HARBOR,19,F,W,33.7958,-118.2937,ROBBERY,THEFT,18,4,12,4
NORTHEAST,34,M,W,34.0909,-118.2893,PETTY THEFT,THEFT,19,4,12,4
NEWTON,45,M,H,33.9843,-118.2674,AGGRAVATED ASSAULT,ASSAULT,10,4,12,2
CENTRAL,47,M,W,34.0442,-118.2439,AGGRAVATED ASSAULT,ASSAULT,22,5,12,4
SOUTHWEST,27,M,H,34.0274,-118.3594,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,7,5,12,2
HARBOR,34,F,B,33.7757,-118.2608,SIMPLE ASSAULT,ASSAULT,19,5,12,4
HARBOR,35,F,B,33.7757,-118.2608,SIMPLE ASSAULT,ASSAULT,19,5,12,4
HOLLYWOOD,33,F,W,34.0835,-118.3266,SIMPLE ASSAULT,ASSAULT,10,5,12,2
NORTH HOLLYWOOD,37,M,H,34.1408,-118.379,AGGRAVATED ASSAULT,ASSAULT,14,5,12,3
OLYMPIC,40,F,B,34.0612,-118.3091,SIMPLE ASSAULT,ASSAULT,12,5,12,3
CENTRAL,25,F,B,34.0419,-118.2485,AGGRAVATED ASSAULT,ASSAULT,22,6,12,4
HOLLENBECK,50,F,H,34.0806,-118.2176,PETTY THEFT,THEFT,0,6,12,1
HARBOR,57,M,W,33.7926,-118.3043,ROBBERY,THEFT,0,6,12,1
HOLLYWOOD,54,M,H,34.1034,-118.3325,AGGRAVATED ASSAULT,ASSAULT,22,6,12,4
NORTHEAST,48,M,W,34.1119,-118.2665,CRIMINAL HOMICIDE,CRIMINAL HOMICIDE,7,6,12,2
TOPANGA,56,F,H,34.2047,-118.5994,SIMPLE ASSAULT,ASSAULT,2,7,12,1
CENTRAL,41,M,B,34.0428,-118.2461,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,18,7,12,4
CENTRAL,49,M,W,34.0549,-118.2426,SIMPLE ASSAULT,ASSAULT,15,7,12,3
HOLLENBECK,40,M,H,34.0736,-118.2156,PETTY THEFT,THEFT,12,7,12,3
HOLLYWOOD,27,M,H,34.098,-118.3332,AGGRAVATED ASSAULT,ASSAULT,3,7,12,1
HOLLYWOOD,NA,M,W,34.1016,-118.3387,TRESPASSING,OTHER MISCELLANEOUS CRIME,21,7,12,4
NORTH HOLLYWOOD,57,F,W,34.1684,-118.3965,AGGRAVATED ASSAULT,ASSAULT,9,7,12,2
CENTRAL,45,M,W,34.0565,-118.2411,AGGRAVATED ASSAULT,ASSAULT,9,1,12,2
CENTRAL,50,M,B,34.0437,-118.2455,AGGRAVATED ASSAULT,ASSAULT,11,1,12,3
SOUTHWEST,25,F,B,34.023,-118.3283,ROBBERY,THEFT,12,1,12,3
VAN NUYS,47,M,H,34.1907,-118.4487,AGGRAVATED ASSAULT,ASSAULT,14,1,12,3
SOUTHEAST,46,M,B,33.9601,-118.2827,AGGRAVATED ASSAULT,ASSAULT,9,1,12,2
CENTRAL,51,F,W,34.0435,-118.2427,THEFT OF IDENTITY,THEFT,15,1,12,3
RAMPART,42,F,W,34.058,-118.2759,AGGRAVATED ASSAULT,ASSAULT,3,2,12,1
RAMPART,56,F,B,34.0721,-118.2669,SIMPLE ASSAULT,ASSAULT,4,2,12,2
SOUTHWEST,39,F,B,34.0056,-118.2816,AGGRAVATED ASSAULT,ASSAULT,3,2,12,1
HARBOR,29,F,H,33.7739,-118.2678,PETTY THEFT,THEFT,15,2,12,3
HARBOR,35,F,W,33.7347,-118.2842,SIMPLE ASSAULT,ASSAULT,11,2,12,3
WEST LA,58,M,B,34.0401,-118.4644,PETTY THEFT,THEFT,9,2,12,2
NEWTON,44,M,H,34.0407,-118.2468,ATTEMPTED ROBBERY,THEFT,19,2,12,4
MISSION,41,M,B,34.2282,-118.4575,AGGRAVATED ASSAULT,ASSAULT,16,2,12,3
SOUTHWEST,44,M,W,34.0261,-118.2773,ROBBERY,THEFT,2,3,12,1
SOUTHWEST,30,F,B,34.0283,-118.3492,SIMPLE ASSAULT,ASSAULT,4,3,12,2
NEWTON,22,F,B,34.0254,-118.2525,AGGRAVATED ASSAULT,ASSAULT,11,3,12,3
PACIFIC,33,M,B,33.9858,-118.4727,PETTY THEFT,THEFT,1,3,12,1
RAMPART,26,M,W,34.0764,-118.2905,SIMPLE ASSAULT,ASSAULT,3,4,12,1
CENTRAL,36,M,B,34.0473,-118.2601,ROBBERY,THEFT,24,4,12,4
VAN NUYS,20,M,W,34.1747,-118.4442,SIMPLE ASSAULT,ASSAULT,2,4,12,1
VAN NUYS,50,M,W,34.1847,-118.4465,AGGRAVATED ASSAULT,ASSAULT,18,4,12,4
VAN NUYS,36,M,W,34.1802,-118.4444,SIMPLE ASSAULT,ASSAULT,22,4,12,4
PACIFIC,47,M,B,33.9976,-118.467,PETTY THEFT,THEFT,15,4,12,3
CENTRAL,53,F,H,34.0417,-118.2443,AGGRAVATED ASSAULT,ASSAULT,7,5,12,2
NORTHEAST,36,F,O,34.0924,-118.2917,AGGRAVATED ASSAULT,ASSAULT,2,5,12,1
PACIFIC,46,M,H,33.9885,-118.4749,AGGRAVATED ASSAULT,ASSAULT,8,5,12,2
OLYMPIC,25,M,H,34.0618,-118.2899,PETTY THEFT,THEFT,9,5,12,2
CENTRAL,47,F,B,34.0421,-118.2469,PETTY THEFT,THEFT,20,6,12,4
HARBOR,69,M,W,33.7388,-118.2879,SIMPLE ASSAULT,ASSAULT,14,6,12,3
MISSION,31,M,H,34.2427,-118.4502,AGGRAVATED ASSAULT,ASSAULT,10,6,12,2
CENTRAL,42,M,W,34.0442,-118.2439,SIMPLE ASSAULT,ASSAULT,8,7,12,2
RAMPART,66,M,B,34.0567,-118.2815,AGGRAVATED ASSAULT,ASSAULT,19,7,12,4
HARBOR,64,M,H,33.7757,-118.2608,SIMPLE ASSAULT,ASSAULT,1,7,12,1
FOOTHILL,21,M,H,34.2386,-118.402,GRAND THEFT,THEFT,11,7,12,3
TOPANGA,NA,M,H,34.1993,-118.599,AGGRAVATED ASSAULT,ASSAULT,13,7,12,3
CENTRAL,52,M,H,34.0454,-118.2466,AGGRAVATED ASSAULT,ASSAULT,5,1,12,2
CENTRAL,53,M,B,34.0442,-118.2439,AGGRAVATED ASSAULT,ASSAULT,0,1,12,1
HOLLYWOOD,43,F,W,34.0944,-118.331,"RAPE, FORCIBLE",SEXUAL ASSAULT,5,1,12,2
HOLLYWOOD,36,F,W,34.11,-118.3361,SIMPLE ASSAULT,ASSAULT,1,1,12,1
77TH STREET,60,M,B,33.996,-118.3002,AGGRAVATED ASSAULT,ASSAULT,2,1,12,1
PACIFIC,37,M,W,34.0004,-118.4698,ROBBERY,THEFT,20,1,12,4
PACIFIC,37,M,W,33.997,-118.4761,ROBBERY,THEFT,20,1,12,4
NORTH HOLLYWOOD,25,M,H,34.1973,-118.4116,ROBBERY,THEFT,9,1,12,2
DEVONSHIRE,56,M,B,34.2841,-118.5021,AGGRAVATED ASSAULT,ASSAULT,1,1,12,1
SOUTHEAST,47,F,H,33.9467,-118.2462,OTHER THEFT,THEFT,9,1,12,2
HOLLENBECK,27,F,H,34.0434,-118.2068,SIMPLE ASSAULT,ASSAULT,7,1,12,2
RAMPART,20,F,H,34.0398,-118.278,"RAPE, FORCIBLE",SEXUAL ASSAULT,23,2,12,4
CENTRAL,44,F,B,34.0468,-118.2415,SIMPLE ASSAULT,ASSAULT,16,2,12,3
CENTRAL,44,M,W,34.0348,-118.235,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,22,2,12,4
RAMPART,19,M,B,34.0601,-118.2761,SEXUAL ASSAULT,SEXUAL ASSAULT,12,2,12,3
HOLLYWOOD,57,F,W,34.0981,-118.3092,PETTY THEFT,THEFT,5,2,12,2
VAN NUYS,23,F,H,34.1867,-118.429,SIMPLE ASSAULT,ASSAULT,18,2,12,4
77TH STREET,18,M,H,33.9679,-118.2783,ATTEMPTED ROBBERY,THEFT,2,2,12,1
OLYMPIC,27,F,W,34.0598,-118.2868,SIMPLE ASSAULT,ASSAULT,16,2,12,3
DEVONSHIRE,29,M,W,34.2555,-118.5323,PETTY THEFT,THEFT,10,2,12,2
CENTRAL,45,M,H,34.0453,-118.2443,PETTY THEFT,THEFT,14,3,12,3
NEWTON,58,M,H,33.9786,-118.2761,ROBBERY,THEFT,4,3,12,2
