Area.Name,Victim.Age,Victim.Sex,Victim.Descent,latitude,longitude,CRIME DESCRIPTION SHORT,GENERAL DESCRIPTION,Hour,Weekday,Month,DayPartition
CENTRAL,38,F,B,34.0448,-118.2474,ROBBERY,THEFT,16,3,6,3
RAMPART,24,F,W,34.0649,-118.2797,PETTY THEFT,THEFT,19,3,6,4
SOUTHWEST,31,M,H,34.0109,-118.3002,SEXUAL ASSAULT,SEXUAL ASSAULT,3,3,6,1
77TH STREET,47,F,H,33.96,-118.309,SIMPLE ASSAULT,ASSAULT,20,3,6,4
SOUTHEAST,51,F,B,33.9237,-118.2543,SIMPLE ASSAULT,ASSAULT,5,3,6,2
SOUTHWEST,19,F,B,34.0217,-118.3725,AGGRAVATED ASSAULT,ASSAULT,15,3,6,3
CENTRAL,48,F,O,34.0437,-118.2455,PETTY THEFT,THEFT,9,4,6,2
HARBOR,56,F,W,33.78,-118.2624,SIMPLE ASSAULT,ASSAULT,20,4,6,4
77TH STREET,34,F,B,33.996,-118.3089,SIMPLE ASSAULT,ASSAULT,22,4,6,4
NEWTON,51,F,B,34.0272,-118.248,SIMPLE ASSAULT,ASSAULT,13,4,6,3
PACIFIC,63,M,W,34.0204,-118.4039,AGGRAVATED ASSAULT,ASSAULT,1,4,6,1
NORTH HOLLYWOOD,55,F,W,34.1776,-118.3823,SIMPLE ASSAULT,ASSAULT,11,4,6,3
OLYMPIC,53,M,H,34.0652,-118.2878,ATTEMPTED ROBBERY,THEFT,15,4,6,3
VAN NUYS,29,M,H,34.1903,-118.4399,AGGRAVATED ASSAULT,ASSAULT,14,5,6,3
CENTRAL,33,M,B,34.0502,-118.254,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,14,5,6,3
SOUTHWEST,26,F,H,34.0363,-118.309,SIMPLE ASSAULT,ASSAULT,23,5,6,4
NORTH HOLLYWOOD,51,M,B,34.1378,-118.3629,SIMPLE ASSAULT,ASSAULT,9,5,6,2
VAN NUYS,38,F,W,34.1985,-118.4621,GRAND THEFT,THEFT,18,5,6,4
77TH STREET,37,M,B,34.0007,-118.2964,AGGRAVATED ASSAULT,ASSAULT,3,5,6,1
77TH STREET,47,F,B,33.9819,-118.2915,SIMPLE ASSAULT,ASSAULT,2,5,6,1
NEWTON,47,F,W,34.0386,-118.249,AGGRAVATED ASSAULT,ASSAULT,18,5,6,4
OLYMPIC,40,M,H,34.0712,-118.2991,AGGRAVATED ASSAULT,ASSAULT,10,5,6,2
OLYMPIC,36,F,H,34.0577,-118.3009,ROBBERY,THEFT,15,5,6,3
SOUTHWEST,47,M,W,34.0145,-118.3045,ROBBERY,THEFT,21,5,6,4
RAMPART,47,M,W,34.0641,-118.248,AGGRAVATED ASSAULT,ASSAULT,2,6,6,1
CENTRAL,41,M,H,34.0502,-118.254,PETTY THEFT,THEFT,4,6,6,2
CENTRAL,46,F,B,34.0421,-118.2469,SIMPLE ASSAULT,ASSAULT,9,6,6,2
CENTRAL,56,M,W,34.0449,-118.2458,AGGRAVATED ASSAULT,ASSAULT,18,6,6,4
RAMPART,37,M,W,34.0517,-118.2798,AGGRAVATED ASSAULT,ASSAULT,14,6,6,3
FOOTHILL,55,M,W,34.2519,-118.2713,ATTEMPTED ROBBERY,THEFT,22,6,6,4
DEVONSHIRE,46,F,B,34.2267,-118.5026,SIMPLE ASSAULT,ASSAULT,0,6,6,1
HARBOR,32,F,W,33.7978,-118.2975,PETTY THEFT,THEFT,20,6,6,4
WEST LA,56,M,W,34.0521,-118.3864,SIMPLE ASSAULT,ASSAULT,20,6,6,4
77TH STREET,48,F,B,33.9933,-118.3046,SIMPLE ASSAULT,ASSAULT,9,6,6,2
NORTH HOLLYWOOD,28,M,H,34.2037,-118.421,ROBBERY,THEFT,22,6,6,4
CENTRAL,80,F,W,34.0419,-118.2485,SIMPLE ASSAULT,ASSAULT,23,6,6,4
CENTRAL,41,F,W,34.0387,-118.2335,SIMPLE ASSAULT,ASSAULT,16,7,6,3
RAMPART,24,M,H,34.0594,-118.2833,AGGRAVATED ASSAULT,ASSAULT,1,7,6,1
HARBOR,35,F,H,33.7873,-118.2582,PETTY THEFT,THEFT,18,7,6,4
HARBOR,59,F,B,33.7926,-118.3043,SIMPLE ASSAULT,ASSAULT,23,7,6,4
NORTHEAST,52,M,H,34.1074,-118.1978,SIMPLE ASSAULT,ASSAULT,23,7,6,4
77TH STREET,25,M,H,33.9897,-118.3002,AGGRAVATED ASSAULT,ASSAULT,19,7,6,4
PACIFIC,43,M,B,33.986,-118.4724,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,13,7,6,3
SOUTHWEST,37,F,B,34.023,-118.351,"RAPE, FORCIBLE",SEXUAL ASSAULT,21,7,6,4
NEWTON,45,F,H,34.0131,-118.2791,AGGRAVATED ASSAULT,ASSAULT,9,7,6,2
CENTRAL,53,M,H,34.0419,-118.2485,OTHER THEFT,THEFT,14,1,6,3
RAMPART,24,M,B,34.0565,-118.2768,SIMPLE ASSAULT,ASSAULT,22,1,6,4
HOLLYWOOD,19,M,B,34.0958,-118.3092,AGGRAVATED ASSAULT,ASSAULT,14,1,6,3
HOLLYWOOD,39,M,H,34.0981,-118.3005,ROBBERY,THEFT,17,1,6,3
WEST LA,29,M,W,34.0425,-118.3818,ROBBERY,THEFT,23,1,6,4
WEST VALLEY,26,M,W,34.1769,-118.5384,AGGRAVATED ASSAULT,ASSAULT,6,1,6,2
DEVONSHIRE,70,M,H,34.2255,-118.5492,AGGRAVATED ASSAULT,ASSAULT,22,1,6,4
NORTH HOLLYWOOD,47,M,H,34.194,-118.4008,ROBBERY,THEFT,5,1,6,2
SOUTHEAST,55,F,B,33.9492,-118.2827,SIMPLE ASSAULT,ASSAULT,0,1,6,1
NEWTON,56,M,B,34.0248,-118.2441,AGGRAVATED ASSAULT,ASSAULT,3,1,6,1
WEST VALLEY,56,M,W,34.1696,-118.5546,SIMPLE ASSAULT,ASSAULT,18,2,6,4
CENTRAL,47,F,B,34.0417,-118.2443,AGGRAVATED ASSAULT,ASSAULT,6,2,6,2
CENTRAL,63,M,B,34.0412,-118.2436,AGGRAVATED ASSAULT,ASSAULT,11,2,6,3
CENTRAL,27,M,W,34.0468,-118.2415,ROBBERY,THEFT,2,2,6,1
NEWTON,39,M,B,34.0126,-118.278,AGGRAVATED ASSAULT,ASSAULT,17,2,6,3
77TH STREET,67,F,B,34.0037,-118.3089,SIMPLE ASSAULT,ASSAULT,22,2,6,4
CENTRAL,44,F,O,34.0454,-118.2466,PETTY THEFT,THEFT,14,3,6,3
CENTRAL,47,F,B,34.0442,-118.2439,AGGRAVATED ASSAULT,ASSAULT,8,3,6,2
CENTRAL,25,M,O,34.0437,-118.2455,PETTY THEFT,THEFT,19,3,6,4
HARBOR,20,F,H,33.7757,-118.2608,OTHER THEFT,THEFT,9,3,6,2
PACIFIC,31,M,W,33.9875,-118.4741,AGGRAVATED ASSAULT,ASSAULT,6,3,6,2
NORTH HOLLYWOOD,29,F,W,34.178,-118.3825,ROBBERY,THEFT,10,3,6,2
NORTH HOLLYWOOD,22,F,H,34.1713,-118.3834,SIMPLE ASSAULT,ASSAULT,2,3,6,1
NORTH HOLLYWOOD,44,M,H,34.1849,-118.4095,AGGRAVATED ASSAULT,ASSAULT,17,3,6,3
NEWTON,24,F,H,34.0187,-118.2726,AGGRAVATED ASSAULT,ASSAULT,1,3,6,1
RAMPART,33,M,B,34.0597,-118.2795,AGGRAVATED ASSAULT,ASSAULT,23,4,6,4
CENTRAL,32,F,O,34.0442,-118.2439,SIMPLE ASSAULT,ASSAULT,14,4,6,3
CENTRAL,40,F,H,34.0421,-118.2469,AGGRAVATED ASSAULT,ASSAULT,18,4,6,4
CENTRAL,28,F,B,34.0442,-118.2439,"RAPE, FORCIBLE",SEXUAL ASSAULT,17,4,6,3
RAMPART,71,M,O,34.0836,-118.2917,PETTY THEFT,THEFT,19,4,6,4
77TH STREET,59,M,W,33.9745,-118.3309,OTHER THEFT,THEFT,20,4,6,4
NORTH HOLLYWOOD,33,M,W,34.1431,-118.4008,SIMPLE ASSAULT,ASSAULT,2,4,6,1
SOUTHEAST,55,M,B,33.9593,-118.2782,ROBBERY,THEFT,12,4,6,3
CENTRAL,45,F,B,34.0435,-118.2427,AGGRAVATED ASSAULT,ASSAULT,23,5,6,4
CENTRAL,41,F,B,34.0439,-118.2479,SIMPLE ASSAULT,ASSAULT,17,5,6,3
RAMPART,19,M,B,34.0596,-118.2749,ROBBERY,THEFT,15,5,6,3
RAMPART,26,M,H,34.0596,-118.2749,ROBBERY,THEFT,0,5,6,1
SOUTHEAST,39,F,B,33.951,-118.2849,SIMPLE ASSAULT,ASSAULT,1,5,6,1
CENTRAL,57,M,W,34.0421,-118.2469,PETTY THEFT,THEFT,18,5,6,4
NORTH HOLLYWOOD,31,M,W,34.1434,-118.3978,PETTY THEFT,THEFT,22,5,6,4
NEWTON,54,M,B,34.031,-118.2448,AGGRAVATED ASSAULT,ASSAULT,12,5,6,3
PACIFIC,57,M,W,33.9955,-118.4745,SIMPLE ASSAULT,ASSAULT,9,5,6,2
CENTRAL,45,F,W,34.0423,-118.2452,SIMPLE ASSAULT,ASSAULT,14,6,6,3
CENTRAL,54,F,B,34.0395,-118.2405,AGGRAVATED ASSAULT,ASSAULT,17,6,6,3
CENTRAL,47,M,W,34.0421,-118.2469,OTHER THEFT,THEFT,17,6,6,3
HARBOR,66,M,W,33.8016,-118.3042,PETTY THEFT,THEFT,12,6,6,3
NORTHEAST,NA,M,B,34.1018,-118.2918,SIMPLE ASSAULT,ASSAULT,13,6,6,3
NEWTON,34,M,B,33.9958,-118.2801,SIMPLE ASSAULT,ASSAULT,2,6,6,1
NEWTON,52,M,B,34.031,-118.2586,AGGRAVATED ASSAULT,ASSAULT,8,6,6,2
NEWTON,52,M,B,34.031,-118.2586,PETTY THEFT,THEFT,13,6,6,3
SOUTHWEST,23,F,B,34.0349,-118.3133,AGGRAVATED ASSAULT,ASSAULT,14,6,6,3
NEWTON,19,F,H,34.0221,-118.2519,SIMPLE ASSAULT,ASSAULT,20,6,6,4
SOUTHWEST,24,F,B,34.0364,-118.3033,SIMPLE ASSAULT,ASSAULT,21,7,6,4
SOUTHWEST,75,M,B,34.0256,-118.3151,CRIMINAL THREATS,OTHER MISCELLANEOUS CRIME,15,7,6,3
HARBOR,57,M,B,33.7467,-118.2924,SIMPLE ASSAULT,ASSAULT,13,7,6,3
CENTRAL,58,M,B,34.0421,-118.2469,AGGRAVATED ASSAULT,ASSAULT,14,7,6,3
CENTRAL,36,M,O,34.0482,-118.2472,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,5,7,6,2
CENTRAL,54,M,B,34.0656,-118.232,AGGRAVATED ASSAULT,ASSAULT,10,7,6,2
SOUTHEAST,35,F,B,33.9237,-118.2739,SIMPLE ASSAULT,ASSAULT,18,7,6,4
OLYMPIC,56,M,G,34.0597,-118.3053,AGGRAVATED ASSAULT,ASSAULT,8,7,6,2
NEWTON,42,F,W,34.0274,-118.2508,AGGRAVATED ASSAULT,ASSAULT,21,7,6,4
HOLLYWOOD,49,M,W,34.0896,-118.3092,VANDALISM,VANDALISM,21,7,6,4
SOUTHEAST,28,F,H,33.9311,-118.2664,SEXUAL ASSAULT,SEXUAL ASSAULT,4,7,6,2
CENTRAL,33,M,H,34.0495,-118.2494,SIMPLE ASSAULT,ASSAULT,15,1,6,3
TOPANGA,28,F,H,34.2083,-118.5967,SIMPLE ASSAULT,ASSAULT,5,1,6,2
CENTRAL,29,F,H,34.0502,-118.254,AGGRAVATED ASSAULT,ASSAULT,12,1,6,3
CENTRAL,44,M,H,34.0502,-118.254,AGGRAVATED ASSAULT,ASSAULT,12,1,6,3
RAMPART,30,M,B,34.0596,-118.2749,SIMPLE ASSAULT,ASSAULT,19,1,6,4
NEWTON,58,M,B,34.0341,-118.2507,AGGRAVATED ASSAULT,ASSAULT,17,1,6,3
NEWTON,69,M,B,34.0281,-118.2582,AGGRAVATED ASSAULT,ASSAULT,14,1,6,3
NORTH HOLLYWOOD,48,F,H,34.1826,-118.3916,SIMPLE ASSAULT,ASSAULT,16,1,6,3
FOOTHILL,38,M,H,34.2765,-118.4224,BURGLARY,THEFT,12,1,6,3
MISSION,36,M,W,34.2214,-118.4662,PETTY THEFT,THEFT,12,2,6,3
CENTRAL,34,F,W,34.0462,-118.2628,SIMPLE ASSAULT,ASSAULT,10,2,6,2
CENTRAL,39,F,H,34.0442,-118.2439,SEXUAL ASSAULT,SEXUAL ASSAULT,20,2,6,4
CENTRAL,29,F,W,34.0563,-118.2374,SIMPLE ASSAULT,ASSAULT,19,2,6,4
RAMPART,18,F,H,34.0413,-118.2829,ROBBERY,THEFT,18,2,6,4
NORTH HOLLYWOOD,38,F,H,34.1649,-118.379,SIMPLE ASSAULT,ASSAULT,18,2,6,4
NORTH HOLLYWOOD,55,F,W,34.1577,-118.3703,SIMPLE ASSAULT,ASSAULT,17,2,6,3
77TH STREET,28,F,H,33.9747,-118.2783,OTHER THEFT,THEFT,18,2,6,4
NEWTON,61,M,B,34.0329,-118.2493,AGGRAVATED ASSAULT,ASSAULT,21,2,6,4
RAMPART,35,M,W,34.0624,-118.2813,AGGRAVATED ASSAULT,ASSAULT,20,3,6,4
SOUTHWEST,68,M,B,34.0096,-118.2827,SIMPLE ASSAULT,ASSAULT,23,3,6,4
CENTRAL,35,M,W,34.0487,-118.2588,AGGRAVATED ASSAULT,ASSAULT,12,3,6,3
CENTRAL,24,F,B,34.0491,-118.2558,AGGRAVATED ASSAULT,ASSAULT,18,3,6,4
CENTRAL,56,F,B,0,0,SIMPLE ASSAULT,ASSAULT,15,3,6,3
CENTRAL,24,F,B,34.0421,-118.2469,AGGRAVATED ASSAULT,ASSAULT,23,3,6,4
SOUTHEAST,67,M,B,33.9515,-118.2419,AGGRAVATED ASSAULT,ASSAULT,23,3,6,4
NORTHEAST,49,M,H,34.1078,-118.2545,OTHER MISCELLANEOUS CRIME,OTHER MISCELLANEOUS CRIME,2,3,6,1
NEWTON,59,M,B,34.0141,-118.277,PETTY THEFT,THEFT,12,3,6,3
NORTH HOLLYWOOD,54,M,W,34.2012,-118.3633,SIMPLE ASSAULT,ASSAULT,12,3,6,3
NORTH HOLLYWOOD,31,M,B,0,0,SIMPLE ASSAULT,ASSAULT,11,3,6,3
TOPANGA,29,M,W,34.1884,-118.5975,PETTY THEFT,THEFT,22,3,6,4
77TH STREET,26,F,B,33.9746,-118.3158,SIMPLE ASSAULT,ASSAULT,20,4,6,4
SOUTHWEST,31,M,H,34.0109,-118.3089,ROBBERY,THEFT,19,4,6,4
WEST LA,48,F,W,34.0508,-118.4592,SIMPLE ASSAULT,ASSAULT,22,4,6,4
77TH STREET,32,F,B,33.9651,-118.2783,AGGRAVATED ASSAULT,ASSAULT,11,4,6,3
NORTH HOLLYWOOD,52,M,W,34.2012,-118.3845,SIMPLE ASSAULT,ASSAULT,18,4,6,4
CENTRAL,31,M,H,34.0495,-118.2494,AGGRAVATED ASSAULT,ASSAULT,0,5,6,1
CENTRAL,28,M,H,34.0752,-118.2276,AGGRAVATED ASSAULT,ASSAULT,16,5,6,3
HOLLENBECK,37,F,H,34.0578,-118.2102,AGGRAVATED ASSAULT,ASSAULT,17,5,6,3
HARBOR,44,F,H,33.7895,-118.3012,SIMPLE ASSAULT,ASSAULT,1,5,6,1
HARBOR,40,F,O,33.7926,-118.3043,SIMPLE ASSAULT,ASSAULT,10,5,6,2
NORTH HOLLYWOOD,58,M,B,34.207,-118.4163,SIMPLE ASSAULT,ASSAULT,4,5,6,2
TOPANGA,44,M,W,34.1956,-118.5955,AGGRAVATED ASSAULT,ASSAULT,16,5,6,3
OLYMPIC,45,F,A,34.0436,-118.309,SIMPLE ASSAULT,ASSAULT,5,5,6,2
CENTRAL,27,M,B,34.0488,-118.2553,SEXUAL ASSAULT,SEXUAL ASSAULT,4,6,6,2
CENTRAL,62,F,O,34.0449,-118.2415,AGGRAVATED ASSAULT,ASSAULT,20,6,6,4
NORTH HOLLYWOOD,17,F,H,34.178,-118.3825,SEXUAL ASSAULT,SEXUAL ASSAULT,12,6,6,3
NORTH HOLLYWOOD,28,F,H,34.167,-118.3703,FALSE IMPRISONMENT,OTHER MISCELLANEOUS CRIME,12,6,6,3
FOOTHILL,57,F,W,34.2724,-118.3243,AGGRAVATED ASSAULT,ASSAULT,23,7,7,4
HOLLYWOOD,40,F,H,34.0928,-118.3109,SIMPLE ASSAULT,ASSAULT,14,7,7,3
RAMPART,27,M,B,34.0512,-118.2787,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,9,7,7,2
SOUTHWEST,46,F,B,34.0112,-118.2827,PETTY THEFT,THEFT,13,7,7,3
WEST LA,50,F,O,34.0375,-118.4622,SIMPLE ASSAULT,ASSAULT,9,7,7,2
77TH STREET,18,M,H,33.9932,-118.2915,AGGRAVATED ASSAULT,ASSAULT,19,7,7,4
SOUTHEAST,58,M,W,33.9348,-118.2784,AGGRAVATED ASSAULT,ASSAULT,15,7,7,3
HARBOR,58,M,W,33.7361,-118.2923,PETTY THEFT,THEFT,15,7,7,3
NEWTON,54,F,B,0,0,PETTY THEFT,THEFT,7,7,7,2
NORTHEAST,31,F,H,34.0917,-118.2796,SEXUAL ASSAULT,SEXUAL ASSAULT,18,1,7,4
SOUTHWEST,61,M,B,34.0312,-118.3351,VANDALISM,VANDALISM,16,1,7,3
SOUTHEAST,44,F,H,0,0,SIMPLE ASSAULT,ASSAULT,17,1,7,3
SOUTHWEST,39,M,B,34.025,-118.3551,AGGRAVATED ASSAULT,ASSAULT,8,1,7,2
RAMPART,21,M,W,34.0531,-118.2738,ROBBERY,THEFT,14,1,7,3
CENTRAL,67,M,W,34.0449,-118.2415,OTHER ASSAULT,ASSAULT,18,2,7,4
CENTRAL,27,M,H,34.0426,-118.2528,AGGRAVATED ASSAULT,ASSAULT,19,2,7,4
CENTRAL,64,M,B,34.0403,-118.2421,ROBBERY,THEFT,20,2,7,4
CENTRAL,38,F,W,34.0604,-118.2393,SEXUAL ASSAULT,SEXUAL ASSAULT,23,2,7,4
CENTRAL,52,M,B,34.0428,-118.2461,PETTY THEFT,THEFT,4,2,7,2
NORTH HOLLYWOOD,37,F,W,34.1649,-118.3653,SIMPLE ASSAULT,ASSAULT,3,2,7,1
SOUTHEAST,31,F,O,33.931,-118.2542,"RAPE, FORCIBLE",SEXUAL ASSAULT,16,2,7,3
SOUTHEAST,60,F,B,33.9271,-118.2659,"RAPE, ATTEMPTED",SEXUAL ASSAULT,21,2,7,4
NEWTON,67,F,W,34.0348,-118.2362,PETTY THEFT,THEFT,24,2,7,4
NORTH HOLLYWOOD,41,M,H,34.1667,-118.3965,SIMPLE ASSAULT,ASSAULT,15,2,7,3
77TH STREET,29,F,B,33.9619,-118.2739,SIMPLE ASSAULT,ASSAULT,11,2,7,3
FOOTHILL,21,M,W,34.2585,-118.4036,AGGRAVATED ASSAULT,ASSAULT,10,2,7,2
SOUTHEAST,54,M,O,33.9327,-118.2351,SIMPLE ASSAULT,ASSAULT,11,2,7,3
DEVONSHIRE,58,M,W,34.2312,-118.5632,AGGRAVATED ASSAULT,ASSAULT,13,3,7,3
CENTRAL,21,F,B,0,0,OTHER MISCELLANEOUS CRIME,OTHER MISCELLANEOUS CRIME,10,3,7,2
CENTRAL,47,F,H,34.0635,-118.2458,PETTY THEFT,THEFT,2,3,7,1
CENTRAL,52,M,A,34.0473,-118.2425,ROBBERY,THEFT,16,3,7,3
CENTRAL,40,M,H,34.0458,-118.243,SIMPLE ASSAULT,ASSAULT,19,3,7,4
HOLLENBECK,37,M,W,34.0806,-118.2176,ROBBERY,THEFT,3,3,7,1
VAN NUYS,41,M,A,34.1831,-118.4523,SIMPLE ASSAULT,ASSAULT,19,3,7,4
NEWTON,29,F,W,34.028,-118.2473,KIDNAPPING,KIDNAPPING,11,3,7,3
OLYMPIC,26,M,H,34.0436,-118.3065,BURGLARY,THEFT,4,3,7,2
OLYMPIC,52,M,H,34.0753,-118.2893,BURGLARY,THEFT,6,3,7,2
77TH STREET,27,F,B,33.96,-118.3112,SIMPLE ASSAULT,ASSAULT,15,3,7,3
NORTH HOLLYWOOD,48,F,W,34.2046,-118.4225,SIMPLE ASSAULT,ASSAULT,22,3,7,4
WILSHIRE,24,M,B,34.0871,-118.3487,OTHER ASSAULT,ASSAULT,9,3,7,2
WEST LA,44,F,W,34.043,-118.5398,SIMPLE ASSAULT,ASSAULT,8,3,7,2
WILSHIRE,43,M,H,34.0623,-118.344,AGGRAVATED ASSAULT,ASSAULT,0,3,7,1
CENTRAL,64,M,W,34.0544,-118.2466,PETTY THEFT,THEFT,23,4,7,4
RAMPART,38,M,W,34.0818,-118.2941,AGGRAVATED ASSAULT,ASSAULT,0,4,7,1
NEWTON,47,M,B,34.0293,-118.2427,AGGRAVATED ASSAULT,ASSAULT,3,4,7,1
NORTH HOLLYWOOD,28,M,W,34.1867,-118.3965,AGGRAVATED ASSAULT,ASSAULT,12,4,7,3
NORTH HOLLYWOOD,52,F,W,34.1936,-118.4166,SIMPLE ASSAULT,ASSAULT,22,4,7,4
RAMPART,47,M,H,34.0549,-118.2778,ATTEMPTED ROBBERY,THEFT,3,4,7,1
NORTHEAST,28,M,W,34.1415,-118.2023,SIMPLE ASSAULT,ASSAULT,18,4,7,4
NEWTON,37,F,B,34.0155,-118.2776,SIMPLE ASSAULT,ASSAULT,18,4,7,4
NEWTON,32,F,B,34.0027,-118.2478,SIMPLE ASSAULT,ASSAULT,2,4,7,1
PACIFIC,34,M,W,33.9913,-118.4775,AGGRAVATED ASSAULT,ASSAULT,13,5,7,3
HOLLENBECK,47,F,H,34.07,-118.1998,"RAPE, FORCIBLE",SEXUAL ASSAULT,23,5,7,4
CENTRAL,49,M,B,34.0421,-118.2469,AGGRAVATED ASSAULT,ASSAULT,2,5,7,1
CENTRAL,45,M,B,34.0449,-118.2458,AGGRAVATED ASSAULT,ASSAULT,21,5,7,4
NORTH HOLLYWOOD,53,M,H,34.1649,-118.379,AGGRAVATED ASSAULT,ASSAULT,19,5,7,4
77TH STREET,22,F,B,0,0,AGGRAVATED ASSAULT,ASSAULT,23,5,7,4
77TH STREET,23,M,B,0,0,AGGRAVATED ASSAULT,ASSAULT,23,5,7,4
77TH STREET,22,F,B,0,0,AGGRAVATED ASSAULT,ASSAULT,23,5,7,4
77TH STREET,45,M,B,0,0,AGGRAVATED ASSAULT,ASSAULT,23,5,7,4
RAMPART,49,M,H,34.0601,-118.2761,ATTEMPTED ROBBERY,THEFT,14,5,7,3
NORTHEAST,46,M,H,34.1012,-118.2918,AGGRAVATED ASSAULT,ASSAULT,1,5,7,1
RAMPART,50,F,H,34.0596,-118.2749,AGGRAVATED ASSAULT,ASSAULT,19,6,7,4
SOUTHWEST,30,F,B,34.0037,-118.2915,AGGRAVATED ASSAULT,ASSAULT,23,6,7,4
WILSHIRE,NA,F,W,34.0761,-118.3614,AGGRAVATED ASSAULT,ASSAULT,19,6,7,4
WEST LA,56,M,W,34.0538,-118.4622,ATTEMPTED ROBBERY,THEFT,19,6,7,4
TOPANGA,67,F,W,34.1733,-118.5974,"RAPE, FORCIBLE",SEXUAL ASSAULT,7,6,7,2
NORTHEAST,32,F,H,34.0875,-118.2259,VANDALISM,VANDALISM,21,6,7,4
NORTH HOLLYWOOD,35,M,W,34.1867,-118.3965,AGGRAVATED ASSAULT,ASSAULT,19,6,7,4
OLYMPIC,40,M,W,34.0799,-118.3025,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,8,6,7,2
RAMPART,26,M,W,34.058,-118.2759,ROBBERY,THEFT,12,6,7,3
WILSHIRE,38,M,W,34.0761,-118.3614,AGGRAVATED ASSAULT,ASSAULT,19,6,7,4
OLYMPIC,24,F,H,34.0597,-118.3091,"RAPE, FORCIBLE",SEXUAL ASSAULT,20,7,7,4
SOUTHEAST,32,M,H,33.9551,-118.2827,SIMPLE ASSAULT,ASSAULT,17,7,7,3
FOOTHILL,45,M,H,34.2757,-118.3963,AGGRAVATED ASSAULT,ASSAULT,22,7,7,4
OLYMPIC,39,F,W,34.0636,-118.296,SIMPLE ASSAULT,ASSAULT,23,7,7,4
CENTRAL,44,M,B,34.0632,-118.2408,AGGRAVATED ASSAULT,ASSAULT,23,7,7,4
CENTRAL,60,M,W,34.0421,-118.2469,ROBBERY,THEFT,22,7,7,4
NEWTON,55,M,B,34.0248,-118.2441,AGGRAVATED ASSAULT,ASSAULT,1,7,7,1
NORTH HOLLYWOOD,34,M,H,34.1501,-118.4225,AGGRAVATED ASSAULT,ASSAULT,4,7,7,2
NORTH HOLLYWOOD,54,F,W,34.1501,-118.4225,AGGRAVATED ASSAULT,ASSAULT,4,7,7,2
RAMPART,50,F,H,34.0601,-118.2761,SIMPLE ASSAULT,ASSAULT,11,7,7,3
NEWTON,52,F,B,33.9958,-118.2783,SIMPLE ASSAULT,ASSAULT,17,7,7,3
HOLLYWOOD,24,F,W,34.0926,-118.3386,SIMPLE ASSAULT,ASSAULT,10,1,7,2
OLYMPIC,38,M,W,34.0526,-118.3063,ROBBERY,THEFT,17,1,7,3
FOOTHILL,53,M,H,34.2648,-118.4385,AGGRAVATED ASSAULT,ASSAULT,18,1,7,4
FOOTHILL,53,M,H,34.2648,-118.4385,AGGRAVATED ASSAULT,ASSAULT,18,1,7,4
VAN NUYS,36,F,W,34.2084,-118.4599,AGGRAVATED ASSAULT,ASSAULT,14,1,7,3
OLYMPIC,31,M,H,34.0667,-118.2871,OTHER THEFT,THEFT,17,1,7,3
NEWTON,43,M,H,0,0,ATTEMPTED ROBBERY,THEFT,16,1,7,3
SOUTHEAST,57,F,B,0,0,SIMPLE ASSAULT,ASSAULT,10,1,7,2
NEWTON,NA,F,B,33.9988,-118.2696,AGGRAVATED ASSAULT,ASSAULT,17,1,7,3
TOPANGA,60,F,W,34.1855,-118.6212,SIMPLE ASSAULT,ASSAULT,11,1,7,3
WEST LA,30,M,B,34.037,-118.4351,BRANDISH WEAPON,OTHER MISCELLANEOUS CRIME,15,2,7,3
NORTH HOLLYWOOD,37,F,W,34.1649,-118.3686,SIMPLE ASSAULT,ASSAULT,12,2,7,3
NORTH HOLLYWOOD,24,M,W,34.1504,-118.3681,SIMPLE ASSAULT,ASSAULT,1,2,7,1
HOLLYWOOD,46,M,W,34.0907,-118.3299,AGGRAVATED ASSAULT,ASSAULT,7,2,7,2
HOLLYWOOD,46,M,W,34.0907,-118.3299,AGGRAVATED ASSAULT,ASSAULT,7,2,7,2
RAMPART,29,F,H,34.0716,-118.2719,ROBBERY,THEFT,23,3,7,4
PACIFIC,37,F,W,33.949,-118.3744,SIMPLE ASSAULT,ASSAULT,8,3,7,2
NEWTON,55,M,B,33.9925,-118.2608,AGGRAVATED ASSAULT,ASSAULT,24,3,7,4
SOUTHEAST,16,F,B,33.9464,-118.2826,SEXUAL ASSAULT,SEXUAL ASSAULT,24,3,7,4
WEST VALLEY,31,F,H,34.2084,-118.5535,AGGRAVATED ASSAULT,ASSAULT,23,3,7,4
CENTRAL,40,F,B,34.0449,-118.2415,SIMPLE ASSAULT,ASSAULT,7,3,7,2
CENTRAL,22,M,H,34.0644,-118.2387,SIMPLE ASSAULT,ASSAULT,6,3,7,2
RAMPART,64,M,W,34.0836,-118.2917,SIMPLE ASSAULT,ASSAULT,12,3,7,3
RAMPART,53,M,W,34.08,-118.2881,ROBBERY,THEFT,0,3,7,1
RAMPART,52,M,B,34.061,-118.2775,SIMPLE ASSAULT,ASSAULT,17,3,7,3
NEWTON,25,M,H,33.9922,-118.2521,AGGRAVATED ASSAULT,ASSAULT,22,3,7,4
