"","tract","X","Year","City","LACity","Community_Name","Detailed_Name","SPA","SD","CD","ca_ssd","ca_sad","us_cd","DemogSurvCt","YouthSurvCt","SheltHmisCt","ShelterCountAny","StreetCountAny","totStreetSingAdult","totStreetFamHH","totStreetFamMem","totCars","totVans","totCampers","totTents","totEncamp","totCarPeople","totVanPeople","totCamperPeople","totTentPeople","totEncampPeople","FamCarHH","FamVanHH","FamCamperHH","FamTentHH","FamEncampHH","FamCarPeople","FamVanPeople","FamCamperPeople","FamTentPeople","FamEncampPeople","IndCarPeople","IndVanPeople","IndCamperPeople","IndTentPeople","IndEncampPeople","totYouthFamHH","totESAdultSingAdult","totESAdultFamHH","totESAdultFamMem","totESYouthSingYouth","totESYouthFamHH","totESYouthFamMem","totESYouthUnaccYouth","totTHAdultSingAdult","totTHAdultFamHH","totTHAdultFamMem","totTHYouthSingYouth","totTHYouthFamHH","totTHYouthFamMem","totTHYouthUnaccYouth","totSHAdultSingAdult","totSHAdultFamHH","totSHAdultFamMem","totSHYouthSingYouth","totSHYouthFamHH","totSHYouthFamMem","totSHYouthUnaccYouth","totUnsheltPeople","totESPeople","totTHPeople","totSHPeople","totSheltPeople","totPeople","call_counts","crime_counts","shelter_counts","Area.in.square.miles...Land.area","density","lat","long","Population","Housing.units","Total.Square.Miles","Water.Area","Land.Area","Population.Density","Housing.Density"
"254",131400,253,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,12,27,45,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,0,43,43,1,0,0,0.43,100,34.2145917,-118.5316957,"5897","1913",0.43,0,0.43,"13,795.10","4,475.20"
"255",131600,254,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,6.285,0,0,0,0,0.095,0,0,0,0,0.334,0,0,0,0,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.285,0,0,0,0,7.285,1,0,0,0.84,8.672619048,34.214718,-118.551356,"5494","1500",0.85,0,0.84,"6,513.90","1,778.50"
"256",131701,255,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,34.2046643,-118.5578906,"4541","1757",0.25,0,0.25,"17,828.90","6,898.30"
"257",131702,256,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,0,0,0,1,3,0,0,1,0,6,0,0,1.591,0,12.569,0,0,0.051,0,0.19,0,0,0.151,0,0.667,0,0,1.439,0,11.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.16,0,0,0,0,17.16,0,0,0,0.28,61.28571429,34.2035942,-118.5476933,"3751","1201",0.28,0,0.28,"13,543.70","4,336.40"
"258",131800,257,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,3,0,0,1,2,0,0,0,3,1,1,4,0,5.424,2.095,1.703,7.702,0,0.065,0.032,0.006,0.022,0,0.225,0.111,0.021,0.083,0,5.199,1.984,1.681,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.924,0,0,0,0,18.924,12,0,0,0.51,37.10588235,34.2047091,-118.527308,"5341","1643",0.51,0,0.51,"10,514.80","3,234.60"
"259",131900,258,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,27,46,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,34.2047193,-118.5098593,"4210","1359",0.51,0,0.51,"8,271.70","2,670.10"
"260",132001,259,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,27,46,30,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4.19,0,0,0,0,0.063,0,0,0,0,0.222,0,0,0,0,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,4.19,2,0,0,0.37,11.32432432,34.1920691,-118.514195,"3202","1166",0.37,0,0.37,"8,561.60","3,117.70"
"261",132002,260,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,27,46,30,5,0,0,0,1,5,0,0,1,0,0,0,0,1.591,0,0,0,0,0.051,0,0,0,0,0.151,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.591,0,0,0,0,6.591,0,0,0,0.62,10.63064516,34.1948951,-118.507196,"3299","1101",0.62,0,0.62,"5,339.50","1,782.00"
"262",132101,261,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,27,46,30,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0.31,3.225806452,34.1902625,-118.4956552,"4259","1587",0.31,0,0.31,"13,609.40","5,071.20"
"263",132102,262,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,27,46,30,0,0,0,0,1,1,0,0,3,0,3,0,0,4.772,0,6.285,0,0,0.154,0,0.095,0,0,0.454,0,0.334,0,0,4.318,0,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.057,0,0,0,0,12.057,1,0,0,0.53,22.7490566,34.2020955,-118.497369,"5310","2086",0.53,0,0.53,"10,028.80","3,939.80"
"264",132300,263,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,18.854,0,0,0,0,0.285,0,0,0,0,1.001,0,0,0,0,17.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.854,0,0,0,0,18.854,0,0,0,0.49,38.47755102,34.1974433,-118.5273253,"6494","2399",0.49,0,0.49,"13,154.50","4,859.50"
"265",132501,264,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,0,0,0,1,14,0,0,0,0,1,8,3,0,0,2.095,13.622,5.777,0,0,0.032,0.046,0.017,0,0,0.111,0.172,0.062,0,0,1.984,13.45,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.494,0,0,0,0,35.494,0,0,0,0.27,131.4592593,34.1968245,-118.548597,"3763","1162",0.27,0,0.27,"13,932.40","4,302.30"
"266",132502,265,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,1,0,0,1,0,0,0,1,0,2,0,2,1.591,0,4.19,0,3.851,0.051,0,0.063,0,0.011,0.151,0,0.222,0,0.041,1.439,0,3.967,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.632,0,0,0,0,9.632,0,0,0,0.24,40.13333333,34.1911391,-118.5469513,"3672","1328",0.24,0,0.24,"15,478.10","5,597.80"
"267",132700,266,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,0,0,0,1,2,0,0,3,2,3,0,0,4.772,3.616,6.285,0,0,0.154,0.043,0.095,0,0,0.454,0.15,0.334,0,0,4.318,3.466,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.673,0,0,0,0,16.673,0,1,0,0.51,32.69215686,34.1888959,-118.5257626,"4912","1509",0.51,0,0.51,"9,705.00","2,981.40"
"268",132900,267,2017,"Los Angeles",1,"Tarzana","Tarzana NC",2,3,5,27,45,30,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,10.474,0,0,0,0,0.158,0,0,0,0,0.556,0,0,0,0,9.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.474,0,0,0,0,10.474,0,0,0,0.46,22.76956522,34.1831957,-118.5281458,"3461","1329",0.46,0,0.46,"7,565.60","2,905.10"
"269",133000,268,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,4,0,0,0,2,6.363,0,0,0,3.851,0.205,0,0,0,0.011,0.606,0,0,0,0.041,5.757,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.214,0,0,0,0,10.214,0,0,0,0.39,26.18974359,34.196082,-118.5571125,"4449","1263",0.39,0,0.39,"11,555.30","3,280.40"
"270",133100,269,2017,"Los Angeles",1,"Tarzana","Tarzana NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,1,5,0,3,0,1.808,10.474,0,5.777,0,0.022,0.158,0,0.017,0,0.075,0.556,0,0.062,0,1.733,9.918,0,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.059,0,0,0,0,19.059,2,0,0,0.58,32.86034483,34.1852284,-118.5442623,"5446","2116",0.59,0,0.58,"9,332.90","3,626.20"
"271",134001,270,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,1,0,2,0,0,1.591,0,4.19,0,0,0.051,0,0.063,0,0,0.151,0,0.222,0,0,1.439,0,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.781,0,0,0,0,6.781,1,0,0,0.22,30.82272727,34.2029146,-118.5917267,"3765","955",0.23,0,0.22,"16,774.00","4,254.80"
"272",134002,271,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1.808,4.19,0,1.926,0,0.022,0.063,0,0.006,0,0.075,0.222,0,0.021,0,1.733,3.967,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.924,0,0,0,0,7.924,0,0,0,0.29,27.32413793,34.2026924,-118.5855271,"3372","1045",0.29,0,0.29,"11,789.20","3,653.50"
"273",134101,272,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.41,0,34.2143034,-118.5666433,"4922","1479",0.41,0,0.41,"11,961.20","3,594.20"
"274",134103,273,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,1,3,0,0,0,1.808,6.285,0,0,0,0.022,0.095,0,0,0,0.075,0.334,0,0,0,1.733,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.093,0,0,0,0,9.093,0,0,0,0.4,22.7325,34.2185595,-118.5814401,"4193","1334",0.41,0,0.4,"10,432.90","3,319.20"
"275",134104,274,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1.808,0,0,0,0,0.022,0,0,0,0,0.075,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.808,0,0,0,0,2.808,0,0,0,0.25,11.232,34.2119534,-118.5753847,"4322","1395",0.25,0,0.25,"17,275.20","5,575.90"
"276",134201,275,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,4,7,0,0,0,7.232,14.664,0,0,0,0.087,0.222,0,0,0,0.3,0.778,0,0,0,6.933,13.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.896,0,0,0,0,21.896,1,0,0,0.56,39.1,34.2139885,-118.5912335,"4270","1231",0.57,0,0.56,"7,578.00","2,184.70"
"277",134302,276,2017,"Los Angeles",1,"West Hills","West Hills NC",2,5,12,27,45,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.808,0,0,0,0,0.022,0,0,0,0,0.075,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808,0,0,0,0,1.808,0,0,0,0.5,3.616,34.2136956,-118.6209257,"3732","1267",0.5,0,0.5,"7,437.40","2,525.00"
"278",134303,277,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,3,3,27,45,30,0,0,0,0,1,10,0,0,3,4,2,0,3,4.772,7.232,4.19,0,5.777,0.154,0.087,0.063,0,0.017,0.454,0.3,0.222,0,0.062,4.318,6.933,3.967,0,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.971,0,0,0,0,31.971,0,0,0,0.6,53.285,34.203248,-118.611899,"5057","1838",0.61,0.01,0.6,"8,413.20","3,057.80"
"279",134304,278,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.39,2.564102564,34.213933,-118.6102868,"2882","953",0.39,0,0.39,"7,314.80","2,418.80"
"280",134305,279,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,3,3,27,45,30,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.926,0,0,0,0,5.926,2,0,0,0.14,42.32857143,34.217634,-118.6016952,"3847","1076",0.14,0,0.14,"27,864.00","7,793.50"
"281",134306,280,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,3,3,27,45,30,0,0,0,0,1,2,0,0,1,0,1,0,2,1.591,0,2.095,0,3.851,0.051,0,0.032,0,0.011,0.151,0,0.111,0,0.041,1.439,0,1.984,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.537,0,0,0,0,9.537,0,0,0,0.24,39.7375,34.2119148,-118.6017021,"3498","1244",0.24,0,0.24,"14,616.90","5,198.20"
"282",134421,281,2017,"Los Angeles",1,"West Hills","West Hills NC",2,3,12,27,45,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.095,0,0,0,0,2.095,0,0,0,0.82,2.554878049,34.202023,-118.64714,"3941","1400",0.82,0,0.82,"4,781.80","1,698.70"
"283",134422,282,2017,"Los Angeles",1,"West Hills","West Hills NC",2,3,12,27,45,30,0,0,0,0,1,0,0,0,1,3,7,0,2,1.591,5.424,14.664,0,3.851,0.051,0.065,0.222,0,0.011,0.151,0.225,0.778,0,0.041,1.439,5.199,13.886,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.53,0,0,0,0,25.53,0,0,0,0.9,28.36666667,34.2024601,-118.6306683,"4684","1598",0.91,0,0.9,"5,192.50","1,771.50"
"284",134423,283,2017,"Los Angeles",1,"West Hills","West Hills NC",2,5,12,27,45,30,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6.285,0,0,0,0,0.095,0,0,0,0,0.334,0,0,0,0,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.285,0,0,0,0,6.285,0,0,0,0.6,10.475,34.2138397,-118.6341913,"3414","1269",0.61,0,0.6,"5,665.60","2,105.90"
"285",134424,284,2017,"Los Angeles",1,"West Hills","West Hills NC",2,5,12,27,45,30,0,0,0,0,1,0,0,0,1,0,0,0,0,1.591,0,0,0,0,0.051,0,0,0,0,0.151,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.591,0,0,0,0,1.591,0,0,0,1.43,1.112587413,34.2135699,-118.6565649,"2887","951",1.43,0,1.43,"2,014.20","663.5"
"286",134520,285,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,3,3,27,45,30,10,0,0,0,1,0,0,0,0,1,12,1,4,0,1.808,25.138,1.703,7.702,0,0.022,0.38,0.006,0.022,0,0.075,1.334,0.021,0.083,0,1.733,23.804,1.681,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.351,0,0,0,0,36.351,14,0,1,0.37,98.24594595,34.198294,-118.59964,"5453","1935",0.37,0.01,0.37,"14,857.10","5,272.10"
"287",134521,286,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,3,3,27,45,30,0,0,0,0,1,6,0,0,0,0,11,0,4,0,0,23.044,0,7.702,0,0,0.348,0,0.022,0,0,1.223,0,0.083,0,0,21.821,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.746,0,0,0,0,36.746,2,0,0,0.14,262.4714286,34.2046284,-118.5952099,"3126","744",0.14,0,0.14,"23,014.30","5,477.50"
"288",134522,287,2017,"Los Angeles",1,"Canoga Park","Canoga Park NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.095,0,0,0,0,2.095,0,0,0,0.24,8.729166667,34.2046744,-118.6017183,"3954","1327",0.24,0,0.24,"16,643.40","5,585.70"
"289",134710,288,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,34.2023735,-118.5779426,"5287","1606",0.22,0,0.22,"24,177.90","7,344.40"
"290",134720,289,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6.285,0,0,0,0,0.095,0,0,0,0,0.334,0,0,0,0,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.285,0,0,0,0,6.285,1,0,0,0.38,16.53947368,34.2046449,-118.5688121,"4594","1642",0.38,0,0.38,"12,024.20","4,297.70"
"291",134800,290,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0.72,4.166666667,34.1955756,-118.5715501,"5949","1903",0.72,0.01,0.72,"8,287.30","2,651.00"
"292",134901,291,2017,"Los Angeles",1,"Tarzana","Tarzana NC",2,3,3,27,45,30,1,0,0,0,1,1,0,0,0,0,3,0,0,0,0,6.285,0,0,0,0,0.095,0,0,0,0,0.334,0,0,0,0,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.285,0,0,0,0,7.285,2,0,0,0.41,17.76829268,34.1873507,-118.5606591,"3069","1176",0.41,0,0.41,"7,547.60","2,892.10"
"293",134903,292,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,1,3,2,3,0,1.808,6.285,3.406,5.777,0,0.022,0.095,0.011,0.017,0,0.075,0.334,0.043,0.062,0,1.733,5.951,3.363,5.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.276,0,0,0,0,18.276,5,0,0,0.22,83.07272727,34.1924692,-118.5916957,"4216","2138",0.22,0,0.22,"19,344.00","9,809.70"
"294",134904,293,2017,"Los Angeles",1,"Winnetka","Winnetka NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,4.19,0,3.851,0,0,0.063,0,0.011,0,0,0.222,0,0.041,0,0,3.967,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.041,0,0,0,0,8.041,10,0,0,0.4,20.1025,34.1913886,-118.5802111,"4338","1451",0.4,0,0.4,"10,888.20","3,641.90"
"295",134905,294,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,2,4,0,0,0,3.616,8.379,0,0,0,0.043,0.127,0,0,0,0.15,0.445,0,0,0,3.466,7.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.995,0,0,0,0,11.995,1,0,0,1,11.995,34.1833588,-118.5842954,"2819","1774",1,0,1,"2,822.60","1,776.20"
"296",135102,295,2017,"Los Angeles",1,"West Hills","West Hills NC",2,3,12,27,45,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,34.1886366,-118.6174552,"3513","1231",0.65,0.01,0.64,"5,462.70","1,914.20"
"297",135111,296,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6.285,0,0,0,0,0.095,0,0,0,0,0.334,0,0,0,0,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.285,0,0,0,0,6.285,0,0,0,0.4,15.7125,34.1924609,-118.6102388,"2967","1184",0.4,0.01,0.4,"7,448.80","2,972.50"
"298",135113,297,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.095,0,0,0,0,2.095,3,0,0,0.25,8.38,34.1810129,-118.6059583,"2795","1457",0.25,0,0.25,"11,247.50","5,863.20"
"299",135114,298,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,5,0,1,0,0,10.474,0,1.926,0,0,0.158,0,0.006,0,0,0.556,0,0.021,0,0,9.918,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,12.4,3,0,0,0.49,25.30612245,34.1904438,-118.603662,"4445","2689",0.49,0,0.49,"9,102.20","5,506.40"
"300",135201,299,2017,"Los Angeles",1,"West Hills","West Hills NC",2,3,12,27,45,30,0,0,0,0,1,0,0,0,1,3,6,0,1,1.591,5.424,12.569,0,1.926,0.051,0.065,0.19,0,0.006,0.151,0.225,0.667,0,0.021,1.439,5.199,11.902,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.51,0,0,0,0,21.51,0,0,0,0.59,36.45762712,34.1903616,-118.6261323,"2620","917",0.59,0,0.59,"4,431.00","1,550.80"
"301",135202,300,2017,"Los Angeles",1,"West Hills","West Hills NC",2,3,12,27,45,30,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.095,0,0,0,0,4.095,1,0,0,0.68,6.022058824,34.1888179,-118.6369084,"4255","1507",0.68,0,0.68,"6,252.30","2,214.40"
"302",135203,301,2017,"Los Angeles",1,"West Hills","West Hills NC",2,3,12,27,45,30,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.095,1.703,0,0,0,0.032,0.006,0,0,0,0.111,0.021,0,0,0,1.984,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.798,0,0,0,0,3.798,2,0,0,1.74,2.182758621,34.1918593,-118.6570809,"7055","2504",1.74,0,1.74,"4,059.20","1,440.70"
"303",137103,303,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,1,0,0,0,1,1.591,0,0,0,1.926,0.051,0,0,0,0.006,0.151,0,0,0,0.021,1.439,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.517,0,0,0,0,4.517,2,0,0,0.29,15.57586207,34.1744847,-118.6013402,"4199","2523",0.29,0,0.29,"14,312.60","8,599.80"
"304",137104,304,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.095,0,0,0,0,3.095,2,0,0,0.99,3.126262626,34.1737607,-118.5849467,"2717","1085",0.99,0,0.99,"2,742.20","1,095.10"
"305",137201,305,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0.77,1.298701299,34.1732437,-118.6156256,"5270","2339",0.77,0,0.77,"6,847.70","3,039.20"
"306",137301,306,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.62,1.612903226,34.176253,-118.6340417,"2264","807",0.62,0,0.62,"3,662.90","1,305.60"
"307",137302,307,2017,"Los Angeles",1,"Woodland Hills","Woodland Hills-Warner Center NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,6.285,0,0,0,0,0.095,0,0,0,0,0.334,0,0,0,0,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.285,0,0,0,0,6.285,1,0,0,0.94,6.686170213,34.177348,-118.6541956,"4338","1606",0.94,0,0.94,"4,591.70","1,699.90"
