"","tract","X","Year","City","LACity","Community_Name","Detailed_Name","SPA","SD","CD","ca_ssd","ca_sad","us_cd","DemogSurvCt","YouthSurvCt","SheltHmisCt","ShelterCountAny","StreetCountAny","totStreetSingAdult","totStreetFamHH","totStreetFamMem","totCars","totVans","totCampers","totTents","totEncamp","totCarPeople","totVanPeople","totCamperPeople","totTentPeople","totEncampPeople","FamCarHH","FamVanHH","FamCamperHH","FamTentHH","FamEncampHH","FamCarPeople","FamVanPeople","FamCamperPeople","FamTentPeople","FamEncampPeople","IndCarPeople","IndVanPeople","IndCamperPeople","IndTentPeople","IndEncampPeople","totYouthFamHH","totESAdultSingAdult","totESAdultFamHH","totESAdultFamMem","totESYouthSingYouth","totESYouthFamHH","totESYouthFamMem","totESYouthUnaccYouth","totTHAdultSingAdult","totTHAdultFamHH","totTHAdultFamMem","totTHYouthSingYouth","totTHYouthFamHH","totTHYouthFamMem","totTHYouthUnaccYouth","totSHAdultSingAdult","totSHAdultFamHH","totSHAdultFamMem","totSHYouthSingYouth","totSHYouthFamHH","totSHYouthFamMem","totSHYouthUnaccYouth","totUnsheltPeople","totESPeople","totTHPeople","totSHPeople","totSheltPeople","totPeople","call_counts","crime_counts","shelter_counts","Area.in.square.miles...Land.area","density","lat","long","Population","Housing.units","Total.Square.Miles","Water.Area","Land.Area","Population.Density","Housing.Density"
"201",124500,200,2017,"Los Angeles",1,"Sherman Oaks","Greater Valley Glen NC",2,3,2,18,46,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.31,0,34.1722741,-118.4267703,"2779","1243",0.31,0,0.31,"8,908.90","3,984.80"
"202",124600,201,2017,"Los Angeles",1,"Sherman Oaks","Sherman Oaks NC",2,3,4,18,46,30,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,3.851,0,0,0,0,0.011,0,0,0,0,0.041,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.851,0,0,0,0,4.851,0,0,0,0.43,11.28139535,34.1620692,-118.4269321,"3123","1398",0.43,0,0.43,"7,221.70","3,232.80"
"203",124700,202,2017,"Los Angeles",1,"Sherman Oaks","Sherman Oaks NC",2,3,4,18,46,30,0,0,0,0,1,7,0,0,3,0,0,0,2,4.772,0,0,0,3.851,0.154,0,0,0,0.011,0.454,0,0,0,0.041,4.318,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.623,0,0,0,0,15.623,2,0,0,0.52,30.04423077,34.1621485,-118.414869,"4796","2222",0.53,0.01,0.52,"9,217.50","4,270.50"
"204",124902,203,2017,"Los Angeles",1,"Valley Village","Valley Village NC",2,3,2,18,46,30,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2.095,1.703,1.926,0,0,0.032,0.006,0.006,0,0,0.111,0.021,0.021,0,0,1.984,1.681,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.724,0,0,0,0,5.724,0,1,0,0.13,44.03076923,34.1702439,-118.4008746,"2766","1608",0.13,0,0.13,"21,158.30","12,300.30"
"205",124903,204,2017,"Los Angeles",1,"Valley Village","Valley Village NC",2,3,2,18,46,30,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.926,0,0,0,0,3.926,0,0,0,0.12,32.71666667,34.1666099,-118.4008675,"3262","1703",0.12,0,0.12,"27,130.50","14,164.10"
"206",125100,205,2017,"Los Angeles",1,"Valley Village","Valley Village NC",2,3,2,18,46,30,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.926,0,0,0,0,4.926,2,0,0,0.5,9.852,34.1648811,-118.3921251,"5431","2971",0.5,0,0.5,"10,831.30","5,925.20"
"207",125200,206,2017,"Los Angeles",1,"Valley Village","Valley Village NC",2,3,2,18,46,29,0,8,0,0,1,24,0,0,5,2,14,4,9,7.953,3.616,29.328,6.811,17.33,0.256,0.043,0.443,0.023,0.05,0.757,0.15,1.556,0.086,0.186,7.196,3.466,27.772,6.725,17.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.038,0,0,0,0,89.038,2,3,1,0.5,178.076,34.1656901,-118.3839912,"3524","1754",0.5,0,0.5,"7,003.40","3,485.80"
"208",125310,207,2017,"Los Angeles",1,"North Hollywood","Mid-Town North Hollywood NC",2,3,2,18,39,29,0,0,0,0,1,0,0,0,1,10,6,0,0,1.591,18.081,12.569,0,0,0.051,0.217,0.19,0,0,0.151,0.75,0.667,0,0,1.439,17.331,11.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.241,0,0,0,0,32.241,1,0,0,0.41,78.63658537,34.1695168,-118.366031,"4750","2168",0.41,0,0.41,"11,674.50","5,328.50"
"209",125320,208,2017,"Los Angeles",1,"North Hollywood","Mid-Town North Hollywood NC",2,3,2,18,39,29,0,1,0,0,1,7,0,0,9,5,4,0,4,14.316,9.041,8.379,0,7.702,0.461,0.109,0.127,0,0.022,1.363,0.375,0.445,0,0.083,12.953,8.666,7.935,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.438,0,0,0,0,46.438,3,0,0,0.24,193.4916667,34.1666765,-118.3701944,"4843","2753",0.24,0,0.24,"19,832.10","11,273.60"
"210",125401,209,2017,"Los Angeles",1,"North Hollywood","Mid-Town North Hollywood NC",2,3,2,18,39,29,0,1,0,0,1,6,0,0,1,1,1,0,0,1.591,1.808,2.095,0,0,0.051,0.022,0.032,0,0,0.151,0.075,0.111,0,0,1.439,1.733,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.494,0,0,0,0,11.494,2,0,1,0.15,76.62666667,34.1626066,-118.3743046,"4024","2334",0.15,0,0.15,"26,200.50","15,196.80"
"211",125402,210,2017,"Los Angeles",1,"North Hollywood","Mid-Town North Hollywood NC",2,3,2,18,46,29,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,0,1.703,3.851,0,0,0,0.006,0.011,0,0,0,0.021,0.041,0,0,0,1.681,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.554,0,0,0,0,8.554,3,0,0,0.27,31.68148148,34.1566827,-118.3740062,"3544","2011",0.27,0,0.27,"13,182.50","7,480.30"
"212",125501,211,2017,"Los Angeles",1,"North Hollywood","Mid-Town North Hollywood NC",2,3,2,18,39,29,0,0,0,0,1,6,0,0,1,1,3,0,2,1.591,1.808,6.285,0,3.851,0.051,0.022,0.095,0,0.011,0.151,0.075,0.334,0,0.041,1.439,1.733,5.951,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.535,0,0,0,0,19.535,0,1,0,0.18,108.5277778,34.1622937,-118.3657855,"3077","1668",0.18,0,0.18,"17,171.90","9,308.60"
"213",125502,212,2017,"Los Angeles",1,"North Hollywood","Mid-Town North Hollywood NC",2,3,2,18,39,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.808,0,0,0,0,0.022,0,0,0,0,0.075,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808,0,0,0,0,1.808,0,0,0,0.2,9.04,34.1566286,-118.3655446,"3083","1796",0.2,0,0.2,"15,271.60","8,896.50"
"214",125600,213,2017,"Los Angeles",1,"North Hollywood","Greater Toluca Lake NC",2,3,4,18,46,30,0,0,0,0,1,0,0,0,0,4,0,0,0,0,7.232,0,0,0,0,0.087,0,0,0,0,0.3,0,0,0,0,6.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.232,0,0,0,0,7.232,0,0,0,0.39,18.54358974,34.1578941,-118.3568613,"2657","1287",0.39,0,0.39,"6,729.40","3,259.60"
"215",127102,214,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,2,18,46,29,7,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.926,0,0,0,0,3.926,3,1,0,0.33,11.8969697,34.2060073,-118.4445253,"4726","1514",0.33,0,0.33,"14,245.50","4,563.60"
"216",127103,215,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,2,18,46,29,0,0,0,0,1,4,0,0,2,0,2,2,8,3.181,0,4.19,3.406,15.404,0.102,0,0.063,0.011,0.045,0.303,0,0.222,0.043,0.165,2.878,0,3.967,3.363,15.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.181,0,0,0,0,30.181,2,0,0,0.11,274.3727273,34.2043745,-118.4301703,"2939","1173",0.11,0,0.11,"27,179.40","10,847.70"
"217",127104,216,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,2,18,46,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,34.2051758,-118.4357986,"3573","1234",0.27,0,0.27,"13,073.90","4,515.30"
"218",127210,217,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,0,3,0,0,1,2,0,0,2,0,0,2,11,3.181,0,0,3.406,21.181,0.102,0,0,0.011,0.062,0.303,0,0,0.043,0.227,2.878,0,0,3.363,20.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.768,0,0,0,0,29.768,5,2,0,0.59,50.45423729,34.2066365,-118.4596472,"5531","1885",0.6,0,0.59,"9,303.60","3,170.70"
"219",127220,218,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,2,0,0,0,1,5,0,0,2,0,0,7,1,3.181,0,0,11.919,1.926,0.102,0,0,0.04,0.006,0.303,0,0,0.15,0.021,2.878,0,0,11.769,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.026,0,0,0,0,22.026,1,0,0,0.25,88.104,34.2047824,-118.4531264,"4931","1658",0.25,0,0.25,"19,560.80","6,577.10"
"220",127300,219,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,10,0,0,0,1,6,0,0,1,0,4,7,12,1.591,0,8.379,11.919,23.106,0.051,0,0.127,0.04,0.067,0.151,0,0.445,0.15,0.248,1.439,0,7.935,11.769,22.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.995,0,0,0,0,50.995,15,0,0,0.41,124.3780488,34.2084003,-118.4697535,"4460","1761",0.41,0,0.41,"10,943.90","4,321.10"
"221",127400,220,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,18,46,29,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,33.518,1.703,0,0,0,0.506,0.006,0,0,0,1.779,0.021,0,0,0,31.739,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.221,0,0,0,0,35.221,5,0,0,0.83,42.43493976,34.2102531,-118.4782103,"5818","1809",0.84,0.01,0.83,"6,972.00","2,167.80"
"222",127520,221,2017,"Los Angeles",1,"North Hills","North Hills East NC",2,3,6,18,46,29,9,0,0,0,1,33,0,0,0,0,0,11,0,0,0,0,18.731,0,0,0,0,0.063,0,0,0,0,0.236,0,0,0,0,18.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.731,0,0,0,0,51.731,3,0,0,0.14,369.5071429,34.2184163,-118.4697511,"4045","1239",0.14,0,0.14,"28,803.90","8,822.80"
"223",127603,222,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,18,46,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.17,0,34.1957245,-118.4800026,"2938","897",0.17,0,0.17,"17,574.70","5,365.70"
"224",127604,223,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,18,46,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.17,5.882352941,34.1993151,-118.479788,"2939","1204",0.17,0,0.17,"17,484.80","7,162.90"
"225",127605,224,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,18,46,29,0,0,0,0,1,5,0,0,6,4,4,0,0,9.544,7.232,8.379,0,0,0.307,0.087,0.127,0,0,0.909,0.3,0.445,0,0,8.635,6.933,7.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.155,0,0,0,0,30.155,0,0,0,0.25,120.62,34.189727,-118.4847378,"3549","1117",0.25,0,0.25,"14,252.80","4,485.90"
"226",127606,225,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,18,46,29,0,0,0,0,1,1,0,0,5,2,3,0,0,7.953,3.616,6.285,0,0,0.256,0.043,0.095,0,0,0.757,0.15,0.334,0,0,7.196,3.466,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.854,0,0,0,0,18.854,0,0,0,0.21,89.78095238,34.1902662,-118.4777891,"3164","1107",0.21,0,0.21,"15,003.90","5,249.50"
"227",127711,226,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,2.095,0,7.702,0,0,0.032,0,0.022,0,0,0.111,0,0.083,0,0,1.984,0,7.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.797,0,0,0,0,9.797,2,0,0,0.36,27.21388889,34.1879585,-118.4698195,"3356","1187",0.36,0,0.36,"9,196.10","3,252.60"
"228",127712,227,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.22,0,34.1974208,-118.4700785,"2991","1166",0.22,0,0.22,"13,647.40","5,320.30"
"229",127803,228,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,0,0,0,0,1,8,0,0,0,0,0,8,0,0,0,0,13.622,0,0,0,0,0.046,0,0,0,0,0.172,0,0,0,0,13.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.622,0,0,0,0,21.622,9,1,0,0.25,86.488,34.1975155,-118.4530799,"4037","1379",0.25,0,0.25,"16,314.90","5,573.00"
"230",127804,229,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,34.1974926,-118.4618228,"3933","1546",0.25,0,0.25,"15,962.20","6,274.50"
"231",127805,230,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.926,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.926,0,0,0,0,2.926,2,0,0,0.24,12.19166667,34.1921963,-118.4576889,"3768","1202",0.24,0,0.24,"15,881.40","5,066.20"
"232",127806,231,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,3,0,0,0,1,1,0,0,1,1,5,1,9,1.591,1.808,10.474,1.703,17.33,0.051,0.022,0.158,0.006,0.05,0.151,0.075,0.556,0.021,0.186,1.439,1.733,9.918,1.681,17.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.906,0,0,0,0,33.906,1,0,0,0.26,130.4076923,34.1885731,-118.4572359,"3447","1263",0.26,0,0.26,"13,067.80","4,788.10"
"233",127910,232,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,0,1,0,0,1,6,0,0,0,0,0,1,1,0,0,0,1.703,1.926,0,0,0,0.006,0.006,0,0,0,0.021,0.021,0,0,0,1.681,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.629,0,0,0,0,9.629,2,0,0,0.25,38.516,34.1975649,-118.4443624,"4769","1569",0.25,0,0.25,"19,008.60","6,253.80"
"234",127920,233,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,2,18,46,29,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,34.1975655,-118.4356225,"4100","1312",0.25,0,0.25,"16,369.20","5,238.20"
"235",128101,234,2017,"Los Angeles",1,"Van Nuys","Greater Valley Glen NC",2,3,2,18,46,29,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4.19,0,0,0,0,0.063,0,0,0,0,0.222,0,0,0,0,3.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,0,0,0,0,4.19,0,0,0,0.25,16.76,34.1902993,-118.4356174,"3738","1262",0.25,0,0.25,"14,919.80","5,037.10"
"236",128102,235,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,2,18,46,29,0,0,0,0,1,11,0,0,1,0,1,0,0,1.591,0,2.095,0,0,0.051,0,0.032,0,0,0.151,0,0.111,0,0,1.439,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.686,0,0,0,0,14.686,0,1,3,0.25,58.744,34.1902959,-118.4443506,"4795","1475",0.25,0,0.25,"19,141.30","5,888.10"
"237",128210,236,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,72,0,0,1,1,11,0,0,2,3,4,1,9,3.181,5.424,8.379,1.703,17.33,0.102,0.065,0.127,0.006,0.05,0.303,0.225,0.445,0.021,0.186,2.878,5.199,7.935,1.681,17.144,0,0,0,0,0,0,0,0,50,0,0,5,0,0,0,0,0,0,0,0,0,0,47.017,0,55,0,55,102.017,2,1,0,0.21,485.7952381,34.1835838,-118.4443453,"4822","1541",0.21,0,0.21,"22,709.10","7,257.30"
"238",128220,237,2017,"Los Angeles",1,"Van Nuys","Greater Valley Glen NC",2,3,2,18,46,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,34.1835533,-118.4355767,"3011","1205",0.21,0,0.21,"14,036.50","5,617.40"
"239",128302,238,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,8.379,3.406,0,0,0,0.127,0.011,0,0,0,0.445,0.043,0,0,0,7.935,3.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.785,0,0,0,0,11.785,2,0,0,0.27,43.64814815,34.1838638,-118.4605367,"4688","1488",0.27,0,0.27,"17,625.70","5,594.50"
"240",128303,239,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,6,18,46,29,10,2,0,1,1,3,0,0,0,0,1,1,1,0,0,2.095,1.703,1.926,0,0,0.032,0.006,0.006,0,0,0.111,0.021,0.021,0,0,1.984,1.681,1.905,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.724,15,0,0,15,23.724,2,0,0,0.16,148.275,34.1830757,-118.4523813,"3982","1127",0.16,0,0.16,"24,915.00","7,051.50"
"241",128400,240,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,4,18,46,29,0,1,0,0,1,6,0,0,6,2,12,4,6,9.544,3.616,25.138,6.811,11.553,0.307,0.043,0.38,0.023,0.034,0.909,0.15,1.334,0.086,0.124,8.635,3.466,23.804,6.725,11.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.662,0,0,0,0,62.662,7,0,0,0.67,93.52537313,34.1765494,-118.4588522,"4114","1723",0.67,0,0.67,"6,173.70","2,585.60"
"242",128500,241,2017,"Los Angeles",1,"Sherman Oaks","Sherman Oaks NC",2,3,4,18,46,30,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1.703,0,0,0,0,0.006,0,0,0,0,0.021,0,0,0,0,1.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.703,0,0,0,0,2.703,1,0,0,0.38,7.113157895,34.1703043,-118.4443439,"4015","2111",0.38,0,0.38,"10,678.70","5,614.60"
"243",128601,242,2017,"Los Angeles",1,"Van Nuys","Van Nuys NC",2,3,4,18,46,29,0,0,0,0,1,0,0,0,0,0,0,7,7,0,0,0,11.919,13.479,0,0,0,0.04,0.039,0,0,0,0.15,0.144,0,0,0,11.769,13.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.398,0,0,0,0,25.398,8,0,0,0.26,97.68461538,34.1784585,-118.4410821,"4288","1702",0.26,0,0.26,"16,287.00","6,464.70"
"244",128602,243,2017,"Los Angeles",1,"Sherman Oaks","Sherman Oaks NC",2,3,4,18,46,30,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0.44,4.545454545,34.1712144,-118.4356063,"3189","1411",0.44,0,0.44,"7,281.30","3,221.70"
"245",128702,244,2017,"Los Angeles",1,"Sherman Oaks","Sherman Oaks NC",2,3,4,18,46,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,34.160869,-118.439318,"5639","2844",0.64,0.01,0.63,"8,892.90","4,485.10"
"246",128801,245,2017,"Los Angeles",1,"Sherman Oaks","Sherman Oaks NC",2,3,4,18,46,30,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.19,5.263157895,34.1682378,-118.4651573,"3307","1964",0.19,0,0.19,"17,404.40","10,336.30"
"247",128802,246,2017,"Los Angeles",1,"Sherman Oaks","Sherman Oaks NC",2,3,4,18,46,30,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.808,0,0,0,0,0.022,0,0,0,0,0.075,0,0,0,0,1.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808,0,0,0,0,1.808,2,0,0,0.37,4.886486486,34.1684788,-118.4552597,"4325","2184",0.37,0,0.37,"11,534.50","5,824.60"
"248",128910,247,2017,"Los Angeles",1,"Sherman Oaks","Sherman Oaks NC",2,3,4,18,46,30,0,0,0,0,1,2,0,0,2,0,3,0,1,3.181,0,6.285,0,1.926,0.102,0,0.095,0,0.006,0.303,0,0.334,0,0.021,2.878,0,5.951,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.392,0,0,0,0,13.392,1,0,0,0.5,26.784,34.1616765,-118.4585185,"4083","1937",0.52,0.01,0.5,"8,146.60","3,864.80"
"249",131010,248,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,12,27,45,30,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.095,0,0,0,0,0.032,0,0,0,0,0.111,0,0,0,0,1.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.095,0,0,0,0,3.095,1,0,0,0.41,7.548780488,34.214735,-118.5382539,"6409","2090",0.41,0,0.41,"15,708.40","5,122.60"
"250",131020,249,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,3,27,45,30,0,0,0,0,1,0,0,0,1,1,3,0,0,1.591,1.808,6.285,0,0,0.051,0.022,0.095,0,0,0.151,0.075,0.334,0,0,1.439,1.733,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.684,0,0,0,0,9.684,1,0,1,0.55,17.60727273,34.2001766,-118.5395023,"5698","1613",0.56,0.01,0.55,"10,327.80","2,923.60"
"251",131100,250,2017,"Los Angeles",1,"Lake Balboa","Lake Balboa NC",2,3,6,27,46,30,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,0,0,0.43,6.976744186,34.2146245,-118.5056231,"3252","1063",0.43,0,0.43,"7,644.20","2,498.70"
"252",131200,251,2017,"Los Angeles",1,"Northridge","Northridge South NC",2,3,12,27,46,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,34.2147262,-118.514231,"3429","1229",0.44,0,0.44,"7,870.40","2,820.80"
"253",131300,252,2017,"Los Angeles",1,"Reseda","Reseda NC",2,3,12,27,45,30,0,0,0,0,1,0,0,0,1,0,0,0,1,1.591,0,0,0,1.926,0.051,0,0,0,0.006,0.151,0,0,0,0.021,1.439,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.517,0,0,0,0,3.517,0,0,0,0.43,8.179069767,34.2146599,-118.5229633,"4902","1220",0.43,0,0.43,"11,356.00","2,826.30"
